mes,area,pais,headcount,costo_mensual_usd,rotacion_12m_pct,vacantes_abiertas
2025-06,Finanzas y Administración,México,23,93226,14.9,0
2025-06,Finanzas y Administración,Ecuador,9,36019,10.8,0
2025-06,Finanzas y Administración,Perú,6,25854,10.8,0
2025-06,Finanzas y Administración,Uruguay,5,21793,11.8,0
2025-06,Finanzas y Administración,Chile,2,8337,9.2,0
2025-06,Finanzas y Administración,Remoto / otros,1,3831,16.3,0
2025-06,Gente y Cultura,Colombia,39,136383,13.0,3
2025-06,Gente y Cultura,México,15,49533,14.6,1
2025-06,Gente y Cultura,Ecuador,6,21015,13.1,0
2025-06,Gente y Cultura,Perú,4,14764,7.4,0
2025-06,Gente y Cultura,Uruguay,3,10402,14.4,0
2025-06,Gente y Cultura,Chile,1,3442,7.8,0
2025-06,Gente y Cultura,Remoto / otros,1,3362,7.8,0
2025-07,Producto y Tecnología,Colombia,352,2474193,12.2,3
2025-07,Producto y Tecnología,México,142,994109,14.3,5
2025-07,Producto y Tecnología,Ecuador,59,406667,12.3,5
2025-07,Producto y Tecnología,Perú,39,268164,12.4,1
2025-07,Producto y Tecnología,Uruguay,31,216808,10.5,2
2025-07,Producto y Tecnología,Chile,14,100635,15.8,0
2025-07,Producto y Tecnología,Remoto / otros,11,78873,11.8,0
2025-07,Servicio al Cliente,Colombia,303,724606,22.0,5
2025-07,Servicio al Cliente,México,122,291408,19.4,2
2025-07,Servicio al Cliente,Ecuador,51,119914,20.8,1
2025-07,Servicio al Cliente,Perú,34,84173,18.0,1
2025-07,Servicio al Cliente,Uruguay,27,66382,20.0,2
2025-07,Servicio al Cliente,Chile,12,28813,19.5,0
2025-07,Servicio al Cliente,Remoto / otros,9,21898,20.9,0
2025-07,Comercial,Colombia,219,641092,16.4,6
2025-07,Comercial,México,88,273687,11.4,0
2025-07,Comercial,Ecuador,37,119296,15.9,1
2025-07,Comercial,Perú,24,73791,10.1,3
2025-07,Comercial,Uruguay,19,58059,13.6,1
2025-07,Comercial,Chile,8,23914,11.8,0
2025-07,Comercial,Remoto / otros,6,18152,12.8,0
2025-07,Mercadeo,Colombia,65,236181,13.7,1
2025-07,Mercadeo,México,26,95459,9.0,1
2025-07,Mercadeo,Ecuador,11,40836,11.6,1
2025-07,Mercadeo,Perú,7,25928,8.6,0
2025-07,Mercadeo,Uruguay,5,17796,14.8,0
2025-07,Mercadeo,Chile,2,7453,9.1,1
2025-07,Mercadeo,Remoto / otros,2,7114,14.6,0
2025-07,Operaciones,Colombia,91,258321,15.1,4
2025-07,Operaciones,México,36,104408,12.3,0
2025-07,Operaciones,Ecuador,15,41705,14.7,0
2025-07,Operaciones,Perú,10,27945,13.1,1
2025-07,Operaciones,Uruguay,8,22434,7.6,0
2025-07,Operaciones,Chile,3,7866,8.3,0
2025-07,Operaciones,Remoto / otros,2,5664,13.6,0
2025-07,Finanzas y Administración,Colombia,58,237598,12.1,1
2025-07,Finanzas y Administración,México,23,98337,15.3,1
2025-07,Finanzas y Administración,Ecuador,9,39770,12.7,0
2025-07,Finanzas y Administración,Perú,6,24511,8.7,0
2025-07,Finanzas y Administración,Uruguay,5,21871,9.9,0
2025-07,Finanzas y Administración,Chile,2,8670,8.6,0
2025-07,Finanzas y Administración,Remoto / otros,1,4055,13.2,0
2025-07,Gente y Cultura,Colombia,39,136979,8.4,0
2025-07,Gente y Cultura,México,15,52762,12.2,1
2025-07,Gente y Cultura,Ecuador,6,21580,12.3,0
2025-07,Gente y Cultura,Perú,4,13698,10.1,0
2025-07,Gente y Cultura,Uruguay,3,10684,8.8,0
2025-07,Gente y Cultura,Chile,1,3226,10.0,0
2025-07,Gente y Cultura,Remoto / otros,1,3247,14.8,0
2025-08,Producto y Tecnología,Colombia,357,2517239,12.0,13
2025-08,Producto y Tecnología,México,144,1010088,8.1,7
2025-08,Producto y Tecnología,Ecuador,60,414950,8.9,2
2025-08,Producto y Tecnología,Perú,40,274185,16.3,4
2025-08,Producto y Tecnología,Uruguay,32,222994,16.3,2
2025-08,Producto y Tecnología,Chile,14,97927,7.5,0
2025-08,Producto y Tecnología,Remoto / otros,11,73596,11.3,1
2025-08,Servicio al Cliente,Colombia,307,744597,12.0,13
2025-08,Servicio al Cliente,México,123,285065,15.1,4
2025-08,Servicio al Cliente,Ecuador,52,123951,21.7,2
2025-08,Servicio al Cliente,Perú,34,80680,19.3,2
2025-08,Servicio al Cliente,Uruguay,27,64044,18.9,2
2025-08,Servicio al Cliente,Chile,12,28559,17.3,0
2025-08,Servicio al Cliente,Remoto / otros,9,21423,19.6,0
2025-08,Comercial,Colombia,222,706510,12.5,6
2025-08,Comercial,México,89,249336,15.7,2
2025-08,Comercial,Ecuador,37,119826,10.5,0
2025-08,Comercial,Perú,25,77877,11.9,0
2025-08,Comercial,Uruguay,20,62266,10.3,2
2025-08,Comercial,Chile,9,28517,13.9,1
2025-08,Comercial,Remoto / otros,6,19272,12.1,0
2025-08,Mercadeo,Colombia,66,240490,14.0,2
2025-08,Mercadeo,México,26,92162,13.7,1
2025-08,Mercadeo,Ecuador,11,41903,13.5,0
2025-08,Mercadeo,Perú,7,24575,9.0,0
2025-08,Mercadeo,Uruguay,6,20496,8.5,0
2025-08,Mercadeo,Chile,2,7419,12.5,0
2025-08,Mercadeo,Remoto / otros,2,7201,13.4,0
2025-08,Operaciones,Colombia,92,254219,18.8,6
2025-08,Operaciones,México,37,96465,10.7,0
2025-08,Operaciones,Ecuador,15,40909,12.9,0
2025-08,Operaciones,Perú,10,27951,15.1,0
2025-08,Operaciones,Uruguay,8,21825,8.7,0
2025-08,Operaciones,Chile,3,8311,16.4,1
2025-08,Operaciones,Remoto / otros,2,5473,11.4,0
2025-08,Finanzas y Administración,Colombia,59,259730,8.2,1
2025-08,Finanzas y Administración,México,24,100253,13.8,0
2025-08,Finanzas y Administración,Ecuador,10,40611,12.9,1
2025-08,Finanzas y Administración,Perú,6,23947,10.9,1
2025-08,Finanzas y Administración,Uruguay,5,20192,11.3,0
2025-08,Finanzas y Administración,Chile,2,8215,14.9,1
2025-08,Finanzas y Administración,Remoto / otros,1,4342,12.9,0
2025-08,Gente y Cultura,Colombia,40,137021,8.0,1
2025-08,Gente y Cultura,México,16,56054,13.9,1
2025-08,Gente y Cultura,Ecuador,6,20777,14.5,0
2025-08,Gente y Cultura,Perú,4,14101,11.0,0
2025-08,Gente y Cultura,Uruguay,3,10607,9.0,0
2025-08,Gente y Cultura,Chile,1,3189,12.8,0
2025-08,Gente y Cultura,Remoto / otros,1,3349,11.2,0
2025-09,Producto y Tecnología,Colombia,358,2590785,7.1,13
2025-09,Producto y Tecnología,México,144,995468,14.1,10
2025-09,Producto y Tecnología,Ecuador,60,399273,8.6,0
2025-09,Producto y Tecnología,Perú,40,276407,9.2,1
2025-09,Producto y Tecnología,Uruguay,32,224718,11.5,0
2025-09,Producto y Tecnología,Chile,14,99338,11.7,0
2025-09,Producto y Tecnología,Remoto / otros,11,74455,11.8,0
2025-09,Servicio al Cliente,Colombia,307,709829,17.8,10
2025-09,Servicio al Cliente,México,124,302151,22.9,3
2025-09,Servicio al Cliente,Ecuador,52,127297,18.1,1
2025-09,Servicio al Cliente,Perú,34,80169,20.1,0
2025-09,Servicio al Cliente,Uruguay,27,62203,18.0,0
2025-09,Servicio al Cliente,Chile,12,27640,15.4,0
2025-09,Servicio al Cliente,Remoto / otros,9,21340,19.9,0
2025-09,Comercial,Colombia,222,671783,13.5,7
2025-09,Comercial,México,89,270498,15.3,8
2025-09,Comercial,Ecuador,37,108863,9.5,0
2025-09,Comercial,Perú,25,78076,10.3,0
2025-09,Comercial,Uruguay,20,61993,10.8,1
2025-09,Comercial,Chile,9,27944,10.6,0
2025-09,Comercial,Remoto / otros,7,22008,9.8,1
2025-09,Mercadeo,Colombia,66,236678,12.4,4
2025-09,Mercadeo,México,26,94345,13.1,1
2025-09,Mercadeo,Ecuador,11,42214,14.9,0
2025-09,Mercadeo,Perú,7,24473,12.5,0
2025-09,Mercadeo,Uruguay,6,21566,8.4,0
2025-09,Mercadeo,Chile,2,6896,12.4,0
2025-09,Mercadeo,Remoto / otros,2,6861,12.0,0
2025-09,Operaciones,Colombia,93,253906,10.1,3
2025-09,Operaciones,México,37,101609,10.5,2
2025-09,Operaciones,Ecuador,15,43305,12.5,0
2025-09,Operaciones,Perú,10,27866,9.1,0
2025-09,Operaciones,Uruguay,8,22789,8.9,0
2025-09,Operaciones,Chile,3,8895,10.1,0
2025-09,Operaciones,Remoto / otros,2,5771,12.6,0
2025-09,Finanzas y Administración,Colombia,59,242403,13.9,2
2025-09,Finanzas y Administración,México,24,102608,9.2,1
2025-09,Finanzas y Administración,Ecuador,10,42201,9.3,0
2025-09,Finanzas y Administración,Perú,6,24210,12.9,0
2025-09,Finanzas y Administración,Uruguay,5,21751,8.9,0
2025-09,Finanzas y Administración,Chile,2,8342,9.4,1
2025-09,Finanzas y Administración,Remoto / otros,1,4117,9.0,0
2025-09,Gente y Cultura,Colombia,40,132525,8.0,2
2025-09,Gente y Cultura,México,16,54713,13.4,0
2025-09,Gente y Cultura,Ecuador,6,21127,13.2,1
2025-09,Gente y Cultura,Perú,4,13878,11.0,0
2025-09,Gente y Cultura,Uruguay,3,10094,9.2,0
2025-09,Gente y Cultura,Chile,1,3523,10.6,0
2025-09,Gente y Cultura,Remoto / otros,1,3403,12.1,0
2025-10,Producto y Tecnología,Colombia,362,2522652,11.4,6
2025-10,Producto y Tecnología,México,145,1018155,9.5,4
2025-10,Producto y Tecnología,Ecuador,61,425131,15.0,1
2025-10,Producto y Tecnología,Perú,40,274227,14.3,1
2025-10,Producto y Tecnología,Uruguay,32,226675,15.6,2
2025-10,Producto y Tecnología,Chile,14,90196,11.0,1
2025-10,Producto y Tecnología,Remoto / otros,11,78281,16.1,1
2025-10,Servicio al Cliente,Colombia,310,744754,15.3,7
2025-10,Servicio al Cliente,México,125,301951,22.2,5
2025-10,Servicio al Cliente,Ecuador,52,126360,16.7,2
2025-10,Servicio al Cliente,Perú,35,81856,19.9,2
2025-10,Servicio al Cliente,Uruguay,28,65551,18.1,0
2025-10,Servicio al Cliente,Chile,12,29282,16.6,0
2025-10,Servicio al Cliente,Remoto / otros,9,21896,19.3,0
2025-10,Comercial,Colombia,225,715626,13.6,7
2025-10,Comercial,México,90,283143,12.4,2
2025-10,Comercial,Ecuador,38,116711,17.1,2
2025-10,Comercial,Perú,25,73861,14.9,0
2025-10,Comercial,Uruguay,20,61385,13.0,1
2025-10,Comercial,Chile,9,26346,6.8,0
2025-10,Comercial,Remoto / otros,7,21295,10.8,0
2025-10,Mercadeo,Colombia,67,237461,15.7,3
2025-10,Mercadeo,México,27,99046,12.9,1
2025-10,Mercadeo,Ecuador,11,39785,9.4,1
2025-10,Mercadeo,Perú,7,25144,12.7,0
2025-10,Mercadeo,Uruguay,6,20706,14.4,0
2025-10,Mercadeo,Chile,2,7460,14.7,0
2025-10,Mercadeo,Remoto / otros,2,6863,10.8,0
2025-10,Operaciones,Colombia,93,264019,11.3,2
2025-10,Operaciones,México,37,105690,12.0,3
2025-10,Operaciones,Ecuador,15,43080,9.3,0
2025-10,Operaciones,Perú,10,28500,15.5,1
2025-10,Operaciones,Uruguay,8,23968,10.3,0
2025-10,Operaciones,Chile,3,8632,10.6,0
2025-10,Operaciones,Remoto / otros,2,5826,14.4,0
2025-10,Finanzas y Administración,Colombia,60,254510,5.5,1
2025-10,Finanzas y Administración,México,24,99976,11.4,0
2025-10,Finanzas y Administración,Ecuador,10,40638,10.5,1
2025-10,Finanzas y Administración,Perú,6,26713,13.6,0
2025-10,Finanzas y Administración,Uruguay,5,21260,12.8,0
2025-10,Finanzas y Administración,Chile,2,8808,14.8,0
2025-10,Finanzas y Administración,Remoto / otros,1,4307,15.3,0
2025-10,Gente y Cultura,Colombia,40,131937,13.1,0
2025-10,Gente y Cultura,México,16,52409,10.4,0
2025-10,Gente y Cultura,Ecuador,6,21236,12.7,0
2025-10,Gente y Cultura,Perú,4,12361,13.4,0
2025-10,Gente y Cultura,Uruguay,3,10507,12.9,0
2025-10,Gente y Cultura,Chile,1,3433,13.2,0
2025-10,Gente y Cultura,Remoto / otros,1,3355,12.5,0
2025-11,Producto y Tecnología,Colombia,365,2594795,12.2,4
2025-11,Producto y Tecnología,México,147,1063828,9.6,2
2025-11,Producto y Tecnología,Ecuador,62,439221,11.0,1
2025-11,Producto y Tecnología,Perú,41,273642,18.3,0
2025-11,Producto y Tecnología,Uruguay,33,231525,7.1,4
2025-11,Producto y Tecnología,Chile,14,95579,13.1,0
2025-11,Producto y Tecnología,Remoto / otros,11,78492,12.7,1
2025-11,Servicio al Cliente,Colombia,314,723899,16.0,13
2025-11,Servicio al Cliente,México,126,299497,18.1,4
2025-11,Servicio al Cliente,Ecuador,53,127881,17.9,2
2025-11,Servicio al Cliente,Perú,35,84296,19.2,1
2025-11,Servicio al Cliente,Uruguay,28,68089,20.9,0
2025-11,Servicio al Cliente,Chile,12,28823,17.6,1
2025-11,Servicio al Cliente,Remoto / otros,9,20854,21.0,1
2025-11,Comercial,Colombia,227,705383,15.4,7
2025-11,Comercial,México,91,290474,10.2,5
2025-11,Comercial,Ecuador,38,121436,8.2,5
2025-11,Comercial,Perú,25,78575,10.7,0
2025-11,Comercial,Uruguay,20,63424,12.5,0
2025-11,Comercial,Chile,9,26618,10.5,0
2025-11,Comercial,Remoto / otros,7,21694,11.3,0
2025-11,Mercadeo,Colombia,67,240957,11.6,3
2025-11,Mercadeo,México,27,98592,14.0,1
2025-11,Mercadeo,Ecuador,11,39308,13.4,0
2025-11,Mercadeo,Perú,7,25618,9.7,0
2025-11,Mercadeo,Uruguay,6,22039,13.6,0
2025-11,Mercadeo,Chile,2,7261,8.1,0
2025-11,Mercadeo,Remoto / otros,2,7153,14.9,0
2025-11,Operaciones,Colombia,94,267092,9.2,3
2025-11,Operaciones,México,38,105393,10.2,1
2025-11,Operaciones,Ecuador,16,43633,12.6,1
2025-11,Operaciones,Perú,10,28979,16.1,0
2025-11,Operaciones,Uruguay,8,22012,13.1,1
2025-11,Operaciones,Chile,3,8204,10.1,0
2025-11,Operaciones,Remoto / otros,2,5469,12.9,0
2025-11,Finanzas y Administración,Colombia,60,255055,9.8,3
2025-11,Finanzas y Administración,México,24,103923,15.0,1
2025-11,Finanzas y Administración,Ecuador,10,42813,11.9,1
2025-11,Finanzas y Administración,Perú,6,24347,14.6,0
2025-11,Finanzas y Administración,Uruguay,5,20523,13.1,0
2025-11,Finanzas y Administración,Chile,2,8463,13.0,0
2025-11,Finanzas y Administración,Remoto / otros,1,3997,6.7,0
2025-11,Gente y Cultura,Colombia,41,142795,9.5,1
2025-11,Gente y Cultura,México,16,55003,13.4,1
2025-11,Gente y Cultura,Ecuador,6,21497,12.5,0
2025-11,Gente y Cultura,Perú,4,13820,11.8,0
2025-11,Gente y Cultura,Uruguay,3,10038,9.0,0
2025-11,Gente y Cultura,Chile,1,3308,16.0,0
2025-11,Gente y Cultura,Remoto / otros,1,3491,15.5,0
2025-12,Producto y Tecnología,Colombia,365,2494714,12.8,13
2025-12,Producto y Tecnología,México,147,1019716,11.1,4
2025-12,Producto y Tecnología,Ecuador,62,404191,12.7,2
2025-12,Producto y Tecnología,Perú,41,278627,10.4,3
2025-12,Producto y Tecnología,Uruguay,33,223814,10.1,1
2025-12,Producto y Tecnología,Chile,14,96358,11.3,1
2025-12,Producto y Tecnología,Remoto / otros,11,75673,9.9,1
2025-12,Servicio al Cliente,Colombia,313,701388,20.7,13
2025-12,Servicio al Cliente,México,126,300805,20.3,1
2025-12,Servicio al Cliente,Ecuador,53,122441,20.7,1
2025-12,Servicio al Cliente,Perú,35,84225,23.1,1
2025-12,Servicio al Cliente,Uruguay,28,66707,18.2,1
2025-12,Servicio al Cliente,Chile,12,28455,24.9,0
2025-12,Servicio al Cliente,Remoto / otros,9,20968,22.2,0
2025-12,Comercial,Colombia,227,700134,13.8,9
2025-12,Comercial,México,91,270557,12.3,4
2025-12,Comercial,Ecuador,38,114603,14.3,2
2025-12,Comercial,Perú,25,80091,13.5,2
2025-12,Comercial,Uruguay,20,61502,8.3,0
2025-12,Comercial,Chile,9,29626,12.3,0
2025-12,Comercial,Remoto / otros,7,20630,9.6,0
2025-12,Mercadeo,Colombia,67,235317,13.3,2
2025-12,Mercadeo,México,27,94172,9.2,1
2025-12,Mercadeo,Ecuador,11,37237,8.8,0
2025-12,Mercadeo,Perú,7,24817,8.6,0
2025-12,Mercadeo,Uruguay,6,21448,11.7,0
2025-12,Mercadeo,Chile,2,7259,15.7,0
2025-12,Mercadeo,Remoto / otros,2,6859,14.3,0
2025-12,Operaciones,Colombia,94,264860,10.4,5
2025-12,Operaciones,México,38,102795,15.1,0
2025-12,Operaciones,Ecuador,16,42297,11.2,1
2025-12,Operaciones,Perú,10,27863,10.2,0
2025-12,Operaciones,Uruguay,8,21459,11.2,1
2025-12,Operaciones,Chile,3,8446,11.7,0
2025-12,Operaciones,Remoto / otros,2,5429,11.4,0
2025-12,Finanzas y Administración,Colombia,60,258442,11.2,4
2025-12,Finanzas y Administración,México,24,100696,10.6,1
2025-12,Finanzas y Administración,Ecuador,10,41540,12.5,1
2025-12,Finanzas y Administración,Perú,6,25071,10.3,0
2025-12,Finanzas y Administración,Uruguay,5,21187,16.5,1
2025-12,Finanzas y Administración,Chile,2,8679,12.4,0
2025-12,Finanzas y Administración,Remoto / otros,1,4259,12.1,0
2025-12,Gente y Cultura,Colombia,40,133486,16.2,0
2025-12,Gente y Cultura,México,16,54210,14.5,0
2025-12,Gente y Cultura,Ecuador,6,20836,11.5,0
2025-12,Gente y Cultura,Perú,4,14155,9.3,0
2025-12,Gente y Cultura,Uruguay,3,9979,10.1,0
2025-12,Gente y Cultura,Chile,1,3470,13.4,0
2025-12,Gente y Cultura,Remoto / otros,1,3506,10.9,0
2026-01,Producto y Tecnología,Colombia,368,2575316,11.6,10
2026-01,Producto y Tecnología,México,148,994283,7.4,6
2026-01,Producto y Tecnología,Ecuador,62,436531,12.1,3
2026-01,Producto y Tecnología,Perú,41,281869,14.0,1
2026-01,Producto y Tecnología,Uruguay,33,232583,9.3,0
2026-01,Producto y Tecnología,Chile,14,98689,12.1,0
2026-01,Producto y Tecnología,Remoto / otros,11,72852,13.5,0
2026-01,Servicio al Cliente,Colombia,316,760627,20.4,10
2026-01,Servicio al Cliente,México,127,315487,14.9,10
2026-01,Servicio al Cliente,Ecuador,53,123476,19.1,0
2026-01,Servicio al Cliente,Perú,35,80567,19.6,1
2026-01,Servicio al Cliente,Uruguay,28,67810,16.4,2
2026-01,Servicio al Cliente,Chile,12,30251,18.5,2
2026-01,Servicio al Cliente,Remoto / otros,9,21787,21.0,0
2026-01,Comercial,Colombia,229,695597,15.2,1
2026-01,Comercial,México,92,275836,14.1,2
2026-01,Comercial,Ecuador,38,118509,13.8,1
2026-01,Comercial,Perú,25,79193,12.5,1
2026-01,Comercial,Uruguay,20,61459,12.4,0
2026-01,Comercial,Chile,9,26765,16.1,0
2026-01,Comercial,Remoto / otros,7,21213,10.3,1
2026-01,Mercadeo,Colombia,68,246834,10.6,2
2026-01,Mercadeo,México,27,97352,14.6,0
2026-01,Mercadeo,Ecuador,11,38894,13.2,0
2026-01,Mercadeo,Perú,7,25088,13.3,2
2026-01,Mercadeo,Uruguay,6,20664,13.0,1
2026-01,Mercadeo,Chile,2,7301,9.9,0
2026-01,Mercadeo,Remoto / otros,2,7082,14.6,0
2026-01,Operaciones,Colombia,95,272133,12.2,4
2026-01,Operaciones,México,38,106537,11.6,2
2026-01,Operaciones,Ecuador,16,43820,10.2,0
2026-01,Operaciones,Perú,10,27394,10.3,0
2026-01,Operaciones,Uruguay,8,22793,8.5,0
2026-01,Operaciones,Chile,3,8435,9.6,0
2026-01,Operaciones,Remoto / otros,3,8356,13.6,0
2026-01,Finanzas y Administración,Colombia,61,258908,12.0,2
2026-01,Finanzas y Administración,México,24,103370,11.6,0
2026-01,Finanzas y Administración,Ecuador,10,40151,14.3,0
2026-01,Finanzas y Administración,Perú,6,25279,12.4,0
2026-01,Finanzas y Administración,Uruguay,5,22008,14.0,0
2026-01,Finanzas y Administración,Chile,2,8685,15.9,0
2026-01,Finanzas y Administración,Remoto / otros,1,4171,11.5,0
2026-01,Gente y Cultura,Colombia,41,137849,11.9,1
2026-01,Gente y Cultura,México,16,52492,5.2,1
2026-01,Gente y Cultura,Ecuador,7,23979,14.0,0
2026-01,Gente y Cultura,Perú,4,13086,13.0,0
2026-01,Gente y Cultura,Uruguay,3,10213,10.4,0
2026-01,Gente y Cultura,Chile,1,3452,8.2,0
2026-01,Gente y Cultura,Remoto / otros,1,3654,13.2,0
2026-02,Producto y Tecnología,Colombia,372,2554434,12.5,13
2026-02,Producto y Tecnología,México,150,1024369,11.4,1
2026-02,Producto y Tecnología,Ecuador,63,423610,13.6,0
2026-02,Producto y Tecnología,Perú,42,305605,11.2,2
2026-02,Producto y Tecnología,Uruguay,33,234165,12.6,0
2026-02,Producto y Tecnología,Chile,15,103433,10.4,0
2026-02,Producto y Tecnología,Remoto / otros,11,73598,13.5,0
2026-02,Servicio al Cliente,Colombia,320,772125,14.0,12
2026-02,Servicio al Cliente,México,129,320326,18.6,3
2026-02,Servicio al Cliente,Ecuador,54,127390,14.7,1
2026-02,Servicio al Cliente,Perú,36,82578,18.7,1
2026-02,Servicio al Cliente,Uruguay,28,68968,19.8,1
2026-02,Servicio al Cliente,Chile,13,33819,18.2,1
2026-02,Servicio al Cliente,Remoto / otros,10,25055,19.4,0
2026-02,Comercial,Colombia,231,722460,11.7,8
2026-02,Comercial,México,93,286033,7.1,3
2026-02,Comercial,Ecuador,39,124623,11.3,1
2026-02,Comercial,Perú,26,78778,14.2,1
2026-02,Comercial,Uruguay,20,61628,9.6,0
2026-02,Comercial,Chile,9,28006,17.1,1
2026-02,Comercial,Remoto / otros,7,21573,13.8,0
2026-02,Mercadeo,Colombia,69,239751,10.6,3
2026-02,Mercadeo,México,27,95438,14.4,0
2026-02,Mercadeo,Ecuador,11,41604,10.7,1
2026-02,Mercadeo,Perú,7,24952,17.5,0
2026-02,Mercadeo,Uruguay,6,21830,13.4,1
2026-02,Mercadeo,Chile,2,6900,8.9,0
2026-02,Mercadeo,Remoto / otros,2,7197,13.4,0
2026-02,Operaciones,Colombia,96,277597,10.8,4
2026-02,Operaciones,México,38,105830,12.2,0
2026-02,Operaciones,Ecuador,16,44919,13.2,2
2026-02,Operaciones,Perú,10,27435,9.6,0
2026-02,Operaciones,Uruguay,8,21771,14.8,1
2026-02,Operaciones,Chile,3,8532,10.1,1
2026-02,Operaciones,Remoto / otros,3,7976,13.5,0
2026-02,Finanzas y Administración,Colombia,62,250911,14.0,2
2026-02,Finanzas y Administración,México,25,99968,11.6,0
2026-02,Finanzas y Administración,Ecuador,10,42617,6.0,0
2026-02,Finanzas y Administración,Perú,7,29390,14.2,0
2026-02,Finanzas y Administración,Uruguay,5,21483,7.6,0
2026-02,Finanzas y Administración,Chile,2,8703,11.3,0
2026-02,Finanzas y Administración,Remoto / otros,1,4314,12.0,0
2026-02,Gente y Cultura,Colombia,41,140953,15.0,2
2026-02,Gente y Cultura,México,16,55042,11.6,0
2026-02,Gente y Cultura,Ecuador,7,23497,12.4,0
2026-02,Gente y Cultura,Perú,4,13926,11.9,0
2026-02,Gente y Cultura,Uruguay,3,10554,11.7,1
2026-02,Gente y Cultura,Chile,1,3347,10.4,0
2026-02,Gente y Cultura,Remoto / otros,1,3485,13.6,0
2026-03,Producto y Tecnología,Colombia,373,2630615,11.5,11
2026-03,Producto y Tecnología,México,150,1025646,8.8,9
2026-03,Producto y Tecnología,Ecuador,63,433832,15.9,2
2026-03,Producto y Tecnología,Perú,42,303069,12.5,1
2026-03,Producto y Tecnología,Uruguay,33,239423,12.5,1
2026-03,Producto y Tecnología,Chile,15,101055,14.6,0
2026-03,Producto y Tecnología,Remoto / otros,11,74436,12.2,1
2026-03,Servicio al Cliente,Colombia,321,723298,16.2,8
2026-03,Servicio al Cliente,México,129,301757,15.5,6
2026-03,Servicio al Cliente,Ecuador,54,131996,17.7,3
2026-03,Servicio al Cliente,Perú,36,85643,18.3,1
2026-03,Servicio al Cliente,Uruguay,29,65862,17.9,1
2026-03,Servicio al Cliente,Chile,13,30544,19.5,1
2026-03,Servicio al Cliente,Remoto / otros,10,24744,16.2,1
2026-03,Comercial,Colombia,232,700072,11.4,7
2026-03,Comercial,México,93,292654,14.2,5
2026-03,Comercial,Ecuador,39,123839,11.7,1
2026-03,Comercial,Perú,26,79238,13.1,2
2026-03,Comercial,Uruguay,21,63614,14.4,0
2026-03,Comercial,Chile,9,28243,10.3,0
2026-03,Comercial,Remoto / otros,7,22259,13.1,0
2026-03,Mercadeo,Colombia,69,260410,12.0,2
2026-03,Mercadeo,México,27,96412,14.1,0
2026-03,Mercadeo,Ecuador,11,40373,10.7,0
2026-03,Mercadeo,Perú,7,25326,11.9,0
2026-03,Mercadeo,Uruguay,6,21832,10.9,1
2026-03,Mercadeo,Chile,2,7320,13.0,0
2026-03,Mercadeo,Remoto / otros,2,7234,10.1,0
2026-03,Operaciones,Colombia,97,251513,14.6,5
2026-03,Operaciones,México,39,107181,13.4,0
2026-03,Operaciones,Ecuador,16,44649,10.5,1
2026-03,Operaciones,Perú,10,29477,12.2,0
2026-03,Operaciones,Uruguay,8,22253,12.2,0
2026-03,Operaciones,Chile,3,8250,15.0,0
2026-03,Operaciones,Remoto / otros,3,7941,14.1,1
2026-03,Finanzas y Administración,Colombia,62,261666,13.1,4
2026-03,Finanzas y Administración,México,25,103289,12.1,0
2026-03,Finanzas y Administración,Ecuador,10,42682,13.2,0
2026-03,Finanzas y Administración,Perú,7,29192,12.8,0
2026-03,Finanzas y Administración,Uruguay,5,21292,11.5,0
2026-03,Finanzas y Administración,Chile,2,8101,13.1,0
2026-03,Finanzas y Administración,Remoto / otros,1,4342,15.7,0
2026-03,Gente y Cultura,Colombia,41,139993,14.0,3
2026-03,Gente y Cultura,México,16,54050,8.3,1
2026-03,Gente y Cultura,Ecuador,7,24350,10.2,0
2026-03,Gente y Cultura,Perú,4,13524,9.0,0
2026-03,Gente y Cultura,Uruguay,3,10478,13.4,0
2026-03,Gente y Cultura,Chile,1,3251,10.0,0
2026-03,Gente y Cultura,Remoto / otros,1,3483,10.8,0
2026-04,Producto y Tecnología,Colombia,380,2533033,10.7,13
2026-04,Producto y Tecnología,México,153,1079848,11.1,3
2026-04,Producto y Tecnología,Ecuador,64,466296,14.0,1
2026-04,Producto y Tecnología,Perú,42,293594,17.5,1
2026-04,Producto y Tecnología,Uruguay,34,234981,9.7,1
2026-04,Producto y Tecnología,Chile,15,101640,14.9,2
2026-04,Producto y Tecnología,Remoto / otros,11,73790,13.3,1
2026-04,Servicio al Cliente,Colombia,327,736874,16.9,4
2026-04,Servicio al Cliente,México,131,307860,17.4,5
2026-04,Servicio al Cliente,Ecuador,55,135988,18.5,2
2026-04,Servicio al Cliente,Perú,36,87296,17.8,0
2026-04,Servicio al Cliente,Uruguay,29,67897,16.1,0
2026-04,Servicio al Cliente,Chile,13,31134,15.8,0
2026-04,Servicio al Cliente,Remoto / otros,10,23514,15.8,1
2026-04,Comercial,Colombia,236,761011,13.2,9
2026-04,Comercial,México,95,290286,9.2,1
2026-04,Comercial,Ecuador,40,119976,13.1,1
2026-04,Comercial,Perú,26,82250,14.2,1
2026-04,Comercial,Uruguay,21,67111,16.2,0
2026-04,Comercial,Chile,9,28499,19.2,0
2026-04,Comercial,Remoto / otros,7,20687,9.9,0
2026-04,Mercadeo,Colombia,70,258070,12.9,2
2026-04,Mercadeo,México,28,101044,11.4,1
