mes,pais,canal,visitas,leads,trials,activados,pagados,inversion_usd,cac_usd
2025-05,Perú,Referidos de clientes,8768,287,82,52,44,3330.0,75.69
2025-05,Perú,Alianzas y bancos,9046,353,68,41,32,9427.0,294.6
2025-05,Perú,Marketplace / App,3417,163,45,28,20,4860.0,242.98
2025-05,Uruguay,Búsqueda orgánica,11908,502,124,74,56,14696.0,262.42
2025-05,Uruguay,Canal de contadores,20818,576,146,93,84,15710.0,187.03
2025-05,Uruguay,Google Ads,17802,519,128,67,42,41535.0,988.93
2025-05,Uruguay,Meta Ads,13213,376,100,55,28,25828.0,922.41
2025-05,Uruguay,Televentas,5814,289,59,36,29,21646.0,746.4
2025-05,Uruguay,Referidos de clientes,4016,194,43,25,22,2583.0,117.39
2025-05,Uruguay,Alianzas y bancos,2785,138,36,19,15,6976.0,465.06
2025-05,Uruguay,Marketplace / App,2278,89,19,12,8,2618.0,327.22
2025-05,Chile,Búsqueda orgánica,13509,551,118,68,49,15934.0,325.18
2025-05,Chile,Canal de contadores,10813,448,120,69,64,12938.0,202.15
2025-05,Chile,Google Ads,12049,388,86,56,34,36401.0,1070.62
2025-05,Chile,Meta Ads,7659,291,68,39,21,18993.0,904.44
2025-05,Chile,Televentas,4149,167,52,31,24,23185.0,966.05
2025-05,Chile,Referidos de clientes,2798,134,41,24,20,2427.0,121.37
2025-05,Chile,Alianzas y bancos,4106,120,23,15,13,6305.0,485.0
2025-05,Chile,Marketplace / App,2579,69,19,11,8,3294.0,411.74
2025-06,Colombia,Búsqueda orgánica,167684,5734,1191,736,541,94779.0,175.19
2025-06,Colombia,Canal de contadores,74642,3416,960,641,568,75328.0,132.62
2025-06,Colombia,Google Ads,85891,3990,958,535,311,204439.0,657.36
2025-06,Colombia,Meta Ads,47712,1976,594,381,215,121199.0,563.72
2025-06,Colombia,Televentas,41621,2086,541,323,264,160810.0,609.13
2025-06,Colombia,Referidos de clientes,31076,1302,325,218,196,12658.0,64.58
2025-06,Colombia,Alianzas y bancos,21701,1036,279,164,137,41919.0,305.98
2025-06,Colombia,Marketplace / App,22965,719,207,125,81,18035.0,222.66
2025-06,México,Búsqueda orgánica,110701,4745,1224,725,509,114509.0,224.97
2025-06,México,Canal de contadores,142392,4703,1299,860,710,135895.0,191.4
2025-06,México,Google Ads,100165,3772,1015,612,364,363117.0,997.57
2025-06,México,Meta Ads,60549,3105,653,425,236,175978.0,745.67
2025-06,México,Televentas,56964,1649,492,326,259,200327.0,773.46
2025-06,México,Referidos de clientes,21717,993,297,167,146,13196.0,90.38
2025-06,México,Alianzas y bancos,23433,1058,244,158,130,49718.0,382.45
2025-06,México,Marketplace / App,11482,514,153,99,71,21197.0,298.55
2025-06,Ecuador,Búsqueda orgánica,40650,1689,382,246,183,39106.0,213.7
2025-06,Ecuador,Canal de contadores,37263,1349,338,187,170,23457.0,137.98
2025-06,Ecuador,Google Ads,35271,1395,292,194,122,81935.0,671.6
2025-06,Ecuador,Meta Ads,26104,1317,254,142,80,50406.0,630.08
2025-06,Ecuador,Televentas,15177,659,137,93,80,45476.0,568.45
2025-06,Ecuador,Referidos de clientes,11687,371,111,69,58,4179.0,72.06
2025-06,Ecuador,Alianzas y bancos,9125,359,97,54,50,17141.0,342.82
2025-06,Ecuador,Marketplace / App,8077,239,62,41,27,7183.0,266.02
2025-06,Perú,Búsqueda orgánica,40923,1411,348,186,136,24961.0,183.54
2025-06,Perú,Canal de contadores,56283,1472,314,172,154,18670.0,121.23
2025-06,Perú,Google Ads,20311,1015,238,144,92,62468.0,679.0
2025-06,Perú,Meta Ads,14804,711,210,118,62,38562.0,621.96
2025-06,Perú,Televentas,23787,672,139,81,65,34654.0,533.13
2025-06,Perú,Referidos de clientes,11536,460,98,52,43,3239.0,75.34
2025-06,Perú,Alianzas y bancos,7087,331,68,40,31,9513.0,306.86
2025-06,Perú,Marketplace / App,5143,212,47,26,17,4228.0,248.72
2025-06,Uruguay,Búsqueda orgánica,12935,449,103,69,54,13977.0,258.83
2025-06,Uruguay,Canal de contadores,11413,485,137,83,69,12529.0,181.58
2025-06,Uruguay,Google Ads,10443,415,99,60,37,32264.0,872.0
2025-06,Uruguay,Meta Ads,6408,297,82,50,26,19753.0,759.73
2025-06,Uruguay,Televentas,8154,223,57,37,31,24956.0,805.03
2025-06,Uruguay,Referidos de clientes,3397,126,36,24,20,2295.0,114.74
2025-06,Uruguay,Alianzas y bancos,2385,109,32,18,15,6579.0,438.62
2025-06,Uruguay,Marketplace / App,2039,88,21,13,9,3237.0,359.7
2025-06,Chile,Búsqueda orgánica,19425,569,115,64,49,14559.0,297.12
2025-06,Chile,Canal de contadores,17640,633,149,80,68,13667.0,200.99
2025-06,Chile,Google Ads,8870,448,102,65,38,44144.0,1161.69
2025-06,Chile,Meta Ads,5323,251,66,45,25,24675.0,987.0
2025-06,Chile,Televentas,6208,188,44,28,23,20626.0,896.79
2025-06,Chile,Referidos de clientes,2253,102,29,17,15,2050.0,136.64
2025-06,Chile,Alianzas y bancos,2779,122,32,19,15,7537.0,502.48
2025-06,Chile,Marketplace / App,1251,64,19,12,8,3099.0,387.34
2025-07,Colombia,Búsqueda orgánica,83388,3894,1197,705,511,94924.0,185.76
2025-07,Colombia,Canal de contadores,121268,4303,1205,810,696,92765.0,133.28
2025-07,Colombia,Google Ads,90176,4068,880,572,340,221932.0,652.74
2025-07,Colombia,Meta Ads,93815,2594,708,428,229,150455.0,657.01
2025-07,Colombia,Televentas,65794,1935,553,345,263,142391.0,541.41
2025-07,Colombia,Referidos de clientes,26572,1183,295,178,157,11659.0,74.26
2025-07,Colombia,Alianzas y bancos,41078,1713,328,175,137,34868.0,254.51
2025-07,Colombia,Marketplace / App,14771,631,170,115,76,19002.0,250.02
2025-07,México,Búsqueda orgánica,85726,3340,918,607,481,108142.0,224.83
2025-07,México,Canal de contadores,148510,6624,1521,792,662,125290.0,189.26
2025-07,México,Google Ads,120453,4567,906,549,340,278893.0,820.27
2025-07,México,Meta Ads,112448,3275,816,435,232,186802.0,805.18
2025-07,México,Televentas,76149,2083,478,312,239,176571.0,738.79
2025-07,México,Referidos de clientes,51200,1979,401,238,186,19679.0,105.8
2025-07,México,Alianzas y bancos,30868,1209,314,192,156,54481.0,349.24
2025-07,México,Marketplace / App,31796,1084,229,121,77,23011.0,298.85
2025-07,Ecuador,Búsqueda orgánica,31151,1554,362,227,174,29084.0,167.15
2025-07,Ecuador,Canal de contadores,64269,1974,466,274,238,34748.0,146.0
2025-07,Ecuador,Google Ads,26370,1284,384,235,140,125919.0,899.42
2025-07,Ecuador,Meta Ads,20462,754,226,148,84,59618.0,709.74
2025-07,Ecuador,Televentas,19732,779,189,118,96,61682.0,642.52
2025-07,Ecuador,Referidos de clientes,16517,662,128,76,65,5144.0,79.13
2025-07,Ecuador,Alianzas y bancos,18262,500,103,63,51,17008.0,333.5
2025-07,Ecuador,Marketplace / App,5818,254,68,37,25,5713.0,228.5
2025-07,Perú,Búsqueda orgánica,25259,1144,264,155,121,22381.0,184.96
2025-07,Perú,Canal de contadores,34647,1252,303,177,174,26920.0,154.71
2025-07,Perú,Google Ads,16776,864,255,162,92,56879.0,618.25
2025-07,Perú,Meta Ads,15140,767,157,90,51,33414.0,655.18
2025-07,Perú,Televentas,14115,513,106,64,51,25351.0,497.08
2025-07,Perú,Referidos de clientes,7520,387,95,50,47,4069.0,86.57
2025-07,Perú,Alianzas y bancos,10338,330,64,40,34,10295.0,302.8
2025-07,Perú,Marketplace / App,5252,172,46,25,17,4467.0,262.76
2025-07,Uruguay,Búsqueda orgánica,13492,644,140,77,54,14409.0,266.83
2025-07,Uruguay,Canal de contadores,10079,487,141,95,82,16315.0,198.96
2025-07,Uruguay,Google Ads,10579,443,120,72,45,45958.0,1021.3
2025-07,Uruguay,Meta Ads,13645,375,103,57,31,24673.0,795.89
2025-07,Uruguay,Televentas,6806,222,64,38,31,24032.0,775.24
2025-07,Uruguay,Referidos de clientes,4479,140,38,22,20,2023.0,101.16
2025-07,Uruguay,Alianzas y bancos,4517,177,34,19,16,7405.0,462.82
2025-07,Uruguay,Marketplace / App,2181,108,29,16,11,3970.0,360.88
2025-07,Chile,Búsqueda orgánica,9429,361,111,73,55,16118.0,293.05
2025-07,Chile,Canal de contadores,16184,508,122,75,67,15327.0,228.76
2025-07,Chile,Google Ads,19371,531,130,69,43,51308.0,1193.21
2025-07,Chile,Meta Ads,5011,236,56,38,22,22836.0,1038.01
2025-07,Chile,Televentas,6493,278,55,35,28,25567.0,913.12
2025-07,Chile,Referidos de clientes,2445,124,34,21,18,2246.0,124.75
2025-07,Chile,Alianzas y bancos,3815,140,29,19,16,8514.0,532.11
2025-07,Chile,Marketplace / App,3358,102,24,13,8,3073.0,384.16
2025-08,Colombia,Búsqueda orgánica,150885,4922,1417,823,580,103679.0,178.76
2025-08,Colombia,Canal de contadores,206008,5669,1301,745,642,91111.0,141.92
2025-08,Colombia,Google Ads,117087,5350,1021,667,394,283341.0,719.14
2025-08,Colombia,Meta Ads,79440,2949,726,435,235,146724.0,624.36
2025-08,Colombia,Televentas,39178,1922,577,376,307,163401.0,532.25
2025-08,Colombia,Referidos de clientes,36107,1511,334,218,185,14345.0,77.54
2025-08,Colombia,Alianzas y bancos,35127,1614,341,182,144,41009.0,284.78
2025-08,Colombia,Marketplace / App,16018,721,196,120,82,19329.0,235.72
2025-08,México,Búsqueda orgánica,164999,5646,1168,740,550,141882.0,257.97
2025-08,México,Canal de contadores,161259,5552,1450,955,778,122841.0,157.89
2025-08,México,Google Ads,110665,3193,947,512,331,260686.0,787.57
2025-08,México,Meta Ads,101517,3669,902,518,279,189895.0,680.63
2025-08,México,Televentas,88176,2492,493,335,257,168368.0,655.13
2025-08,México,Referidos de clientes,54891,1852,381,224,200,20047.0,100.23
2025-08,México,Alianzas y bancos,37588,1611,381,214,173,66397.0,383.8
2025-08,México,Marketplace / App,22107,966,197,128,80,22611.0,282.64
2025-08,Ecuador,Búsqueda orgánica,31778,1434,408,239,180,34211.0,190.06
2025-08,Ecuador,Canal de contadores,40801,1964,572,312,271,39014.0,143.96
2025-08,Ecuador,Google Ads,28684,1291,274,185,119,80202.0,673.96
2025-08,Ecuador,Meta Ads,33896,954,255,135,74,50761.0,685.96
2025-08,Ecuador,Televentas,23810,935,244,128,104,60370.0,580.48
2025-08,Ecuador,Referidos de clientes,11994,431,128,73,62,5426.0,87.51
2025-08,Ecuador,Alianzas y bancos,8915,361,95,62,51,17853.0,350.06
2025-08,Ecuador,Marketplace / App,4525,224,63,42,27,7227.0,267.67
2025-08,Perú,Búsqueda orgánica,36138,1427,279,172,131,24958.0,190.52
2025-08,Perú,Canal de contadores,28161,1194,302,205,167,23738.0,142.14
2025-08,Perú,Google Ads,18260,932,286,179,109,77665.0,712.52
2025-08,Perú,Meta Ads,22987,1068,210,122,63,39993.0,634.81
2025-08,Perú,Televentas,16190,593,124,83,67,33709.0,503.12
2025-08,Perú,Referidos de clientes,10239,355,76,51,44,3645.0,82.85
2025-08,Perú,Alianzas y bancos,5681,221,62,39,32,9756.0,304.88
2025-08,Perú,Marketplace / App,4562,121,34,23,16,3997.0,249.84
2025-08,Uruguay,Búsqueda orgánica,14265,529,156,84,62,17989.0,290.14
2025-08,Uruguay,Canal de contadores,15076,629,138,90,79,13677.0,173.12
2025-08,Uruguay,Google Ads,8547,427,123,70,41,40790.0,994.87
2025-08,Uruguay,Meta Ads,11658,419,96,51,27,23743.0,879.38
2025-08,Uruguay,Televentas,10136,298,75,44,34,27726.0,815.46
2025-08,Uruguay,Referidos de clientes,4545,206,43,26,24,2588.0,107.82
2025-08,Uruguay,Alianzas y bancos,3875,152,37,22,18,8048.0,447.11
2025-08,Uruguay,Marketplace / App,1566,65,20,13,9,2874.0,319.32
2025-08,Chile,Búsqueda orgánica,17766,605,143,84,63,22284.0,353.72
2025-08,Chile,Canal de contadores,15358,512,98,67,58,11491.0,198.13
2025-08,Chile,Google Ads,11530,435,101,62,39,39086.0,1002.2
2025-08,Chile,Meta Ads,7860,224,62,42,23,22365.0,972.4
2025-08,Chile,Televentas,4566,211,58,37,29,26305.0,907.06
2025-08,Chile,Referidos de clientes,3688,176,43,24,20,2781.0,139.06
2025-08,Chile,Alianzas y bancos,3157,146,31,18,15,7747.0,516.48
2025-08,Chile,Marketplace / App,3863,103,20,12,8,3389.0,423.56
2025-09,Colombia,Búsqueda orgánica,186505,7089,1467,786,620,121307.0,195.66
2025-09,Colombia,Canal de contadores,167606,5334,1569,866,751,98717.0,131.45
2025-09,Colombia,Google Ads,79856,3918,1203,662,390,284505.0,729.5
2025-09,Colombia,Meta Ads,51793,2568,721,489,283,166497.0,588.33
2025-09,Colombia,Televentas,101544,2849,613,335,254,146944.0,578.52
2025-09,Colombia,Referidos de clientes,45678,1238,345,233,193,14025.0,72.67
2025-09,Colombia,Alianzas y bancos,22978,1078,319,186,150,44331.0,295.54
2025-09,Colombia,Marketplace / App,18120,835,204,114,85,19696.0,231.71
2025-09,México,Búsqueda orgánica,194307,5396,1421,753,552,130042.0,235.58
2025-09,México,Canal de contadores,122572,4677,1336,838,734,136074.0,185.39
2025-09,México,Google Ads,150987,5015,1104,726,444,397035.0,894.22
2025-09,México,Meta Ads,108003,3005,768,489,268,218461.0,815.15
2025-09,México,Televentas,48008,2424,676,387,308,225910.0,733.48
2025-09,México,Referidos de clientes,36193,1346,377,245,203,21291.0,104.88
2025-09,México,Alianzas y bancos,47011,1749,373,203,173,67350.0,389.3
2025-09,México,Marketplace / App,13954,716,210,122,80,22424.0,280.3
2025-09,Ecuador,Búsqueda orgánica,46441,1716,412,232,182,36047.0,198.06
2025-09,Ecuador,Canal de contadores,40492,1554,452,259,249,33340.0,133.89
2025-09,Ecuador,Google Ads,24693,1221,341,226,134,95563.0,713.16
2025-09,Ecuador,Meta Ads,16436,845,247,148,78,46324.0,593.89
2025-09,Ecuador,Televentas,18870,913,220,121,96,58967.0,614.24
2025-09,Ecuador,Referidos de clientes,10107,350,108,70,59,5083.0,86.16
2025-09,Ecuador,Alianzas y bancos,13405,434,86,55,45,15511.0,344.69
2025-09,Ecuador,Marketplace / App,7171,352,80,42,29,7842.0,270.41
2025-09,Perú,Búsqueda orgánica,33119,1254,335,176,143,25976.0,181.65
2025-09,Perú,Canal de contadores,18970,911,247,165,138,21271.0,154.14
2025-09,Perú,Google Ads,28232,1404,311,162,97,79950.0,824.23
2025-09,Perú,Meta Ads,19026,681,163,106,57,34884.0,612.0
2025-09,Perú,Televentas,19540,518,139,79,59,35426.0,600.43
2025-09,Perú,Referidos de clientes,12414,342,99,53,44,3257.0,74.03
2025-09,Perú,Alianzas y bancos,5929,273,84,45,35,10216.0,291.88
2025-09,Perú,Marketplace / App,6737,199,55,33,22,5818.0,264.47
2025-09,Uruguay,Búsqueda orgánica,12550,615,152,88,63,16736.0,265.65
2025-09,Uruguay,Canal de contadores,13850,579,178,108,89,18105.0,203.42
2025-09,Uruguay,Google Ads,9463,444,114,68,45,45025.0,1000.56
2025-09,Uruguay,Meta Ads,7446,284,86,58,32,28460.0,889.36
2025-09,Uruguay,Televentas,5897,231,67,36,30,21208.0,706.94
2025-09,Uruguay,Referidos de clientes,2882,125,38,24,21,2006.0,95.51
2025-09,Uruguay,Alianzas y bancos,3704,145,39,22,18,7990.0,443.89
2025-09,Uruguay,Marketplace / App,2293,68,18,12,9,2928.0,325.35
2025-09,Chile,Búsqueda orgánica,13785,689,141,81,61,18784.0,307.94
2025-09,Chile,Canal de contadores,13823,470,130,87,79,17084.0,216.25
2025-09,Chile,Google Ads,11132,499,121,78,47,55480.0,1180.43
2025-09,Chile,Meta Ads,8810,372,74,49,27,29741.0,1101.52
2025-09,Chile,Televentas,6089,221,66,43,35,34967.0,999.07
2025-09,Chile,Referidos de clientes,4927,181,40,22,20,2587.0,129.34
2025-09,Chile,Alianzas y bancos,3039,130,39,22,18,9896.0,549.76
2025-09,Chile,Marketplace / App,2145,95,23,15,10,4036.0,403.59
2025-10,Colombia,Búsqueda orgánica,118370,5226,1305,701,557,97118.0,174.36
2025-10,Colombia,Canal de contadores,134016,4145,1087,658,584,78631.0,134.64
2025-10,Colombia,Google Ads,112102,4183,906,597,365,268902.0,736.72
2025-10,Colombia,Meta Ads,60720,1976,583,383,203,134040.0,660.29
2025-10,Colombia,Televentas,61544,3037,581,357,277,173765.0,627.31
2025-10,Colombia,Referidos de clientes,38031,1458,409,235,198,16404.0,82.85
2025-10,Colombia,Alianzas y bancos,24181,1102,292,157,135,39195.0,290.33
2025-10,Colombia,Marketplace / App,26431,833,239,127,88,19030.0,216.25
2025-10,México,Búsqueda orgánica,117090,4314,1048,713,511,102641.0,200.86
2025-10,México,Canal de contadores,106654,4871,1268,782,764,116051.0,151.9
2025-10,México,Google Ads,62715,3140,866,583,370,320919.0,867.35
2025-10,México,Meta Ads,132281,3652,746,459,246,204150.0,829.88
2025-10,México,Televentas,87337,2666,653,379,285,210522.0,738.67
2025-10,México,Referidos de clientes,29090,1489,399,239,207,20377.0,98.44
2025-10,México,Alianzas y bancos,31287,941,266,181,146,54199.0,371.23
2025-10,México,Marketplace / App,24380,992,197,133,84,22977.0,273.54
2025-10,Ecuador,Búsqueda orgánica,40170,1789,389,229,177,36794.0,207.88
2025-10,Ecuador,Canal de contadores,54054,1724,506,280,257,41279.0,160.62
2025-10,Ecuador,Google Ads,41254,1532,443,234,138,105799.0,766.66
2025-10,Ecuador,Meta Ads,30628,1009,252,158,90,61184.0,679.82
2025-10,Ecuador,Televentas,27991,861,224,117,91,51192.0,562.55
2025-10,Ecuador,Referidos de clientes,19053,602,143,87,72,6176.0,85.77
2025-10,Ecuador,Alianzas y bancos,10911,339,94,62,49,15492.0,316.16
2025-10,Ecuador,Marketplace / App,7259,310,79,46,29,6701.0,231.06
2025-10,Perú,Búsqueda orgánica,34368,999,294,193,137,24783.0,180.9
2025-10,Perú,Canal de contadores,22881,937,280,186,172,26060.0,151.51
2025-10,Perú,Google Ads,28777,1485,283,172,102,82281.0,806.68
2025-10,Perú,Meta Ads,32960,946,200,109,58,42287.0,729.09
2025-10,Perú,Televentas,15747,766,147,98,73,46368.0,635.18
2025-10,Perú,Referidos de clientes,11724,373,81,48,42,3615.0,86.08
2025-10,Perú,Alianzas y bancos,7694,314,63,43,38,11041.0,290.54
2025-10,Perú,Marketplace / App,4648,181,47,30,19,4521.0,237.97
2025-10,Uruguay,Búsqueda orgánica,26867,766,167,95,69,16159.0,234.19
2025-10,Uruguay,Canal de contadores,16150,565,141,82,71,14327.0,201.79
2025-10,Uruguay,Google Ads,12201,475,128,75,44,48789.0,1108.83
2025-10,Uruguay,Meta Ads,7275,371,91,54,29,27785.0,958.11
2025-10,Uruguay,Televentas,7331,229,59,39,31,23979.0,773.52
2025-10,Uruguay,Referidos de clientes,3593,186,39,22,19,2200.0,115.81
2025-10,Uruguay,Alianzas y bancos,3217,108,28,19,16,6697.0,418.58
2025-10,Uruguay,Marketplace / App,3013,111,22,14,9,3325.0,369.4
2025-10,Chile,Búsqueda orgánica,9966,497,137,84,61,20196.0,331.09
2025-10,Chile,Canal de contadores,11174,510,129,87,76,15281.0,201.07
2025-10,Chile,Google Ads,11572,595,154,82,48,60145.0,1253.01
2025-10,Chile,Meta Ads,7468,311,76,47,25,29416.0,1176.64
2025-10,Chile,Televentas,5653,201,57,39,31,33706.0,1087.29
2025-10,Chile,Referidos de clientes,2846,135,35,24,21,2586.0,123.13
2025-10,Chile,Alianzas y bancos,2164,110,34,19,17,8720.0,512.97
2025-10,Chile,Marketplace / App,3119,109,24,13,9,3348.0,372.05
2025-11,Colombia,Búsqueda orgánica,116321,3811,1118,616,444,86991.0,195.92
2025-11,Colombia,Canal de contadores,117090,5277,1505,855,775,114358.0,147.56
2025-11,Colombia,Google Ads,85172,3297,937,637,420,298929.0,711.74
2025-11,Colombia,Meta Ads,84885,3109,690,445,223,141446.0,634.29
2025-11,Colombia,Televentas,66912,3083,721,376,292,163716.0,560.67
2025-11,Colombia,Referidos de clientes,54515,1573,327,217,195,15582.0,79.91
2025-11,Colombia,Alianzas y bancos,51607,1613,354,188,144,37107.0,257.68
2025-11,Colombia,Marketplace / App,24265,882,244,135,84,20367.0,242.47
2025-11,México,Búsqueda orgánica,137873,5392,1425,772,557,125388.0,225.11
2025-11,México,Canal de contadores,139721,5764,1397,782,732,123151.0,168.24
2025-11,México,Google Ads,149263,4325,898,525,314,311000.0,990.45
2025-11,México,Meta Ads,58854,3004,759,475,268,194576.0,726.03
2025-11,México,Televentas,74015,3086,720,376,289,204244.0,706.73
2025-11,México,Referidos de clientes,44076,1377,397,243,202,18027.0,89.24
2025-11,México,Alianzas y bancos,40528,1811,361,190,147,60760.0,413.33
2025-11,México,Marketplace / App,23616,1094,235,131,89,30110.0,338.32
2025-11,Ecuador,Búsqueda orgánica,46623,1521,402,243,181,29453.0,162.72
2025-11,Ecuador,Canal de contadores,61247,2063,403,269,230,38895.0,169.11
2025-11,Ecuador,Google Ads,52175,1565,390,234,132,103980.0,787.73
2025-11,Ecuador,Meta Ads,39120,1061,252,135,78,50316.0,645.08
2025-11,Ecuador,Televentas,21889,748,192,119,95,48504.0,510.57
2025-11,Ecuador,Referidos de clientes,19622,675,136,78,64,5941.0,92.83
2025-11,Ecuador,Alianzas y bancos,7914,377,99,55,45,15751.0,350.01
2025-11,Ecuador,Marketplace / App,5336,276,78,45,29,6988.0,240.95
2025-11,Perú,Búsqueda orgánica,28430,1272,324,174,126,24569.0,194.99
2025-11,Perú,Canal de contadores,29027,1044,266,155,139,17593.0,126.57
2025-11,Perú,Google Ads,20240,889,211,128,82,62474.0,761.88
2025-11,Perú,Meta Ads,17026,623,168,110,59,36859.0,624.73
2025-11,Perú,Televentas,14885,562,132,78,62,31090.0,501.46
2025-11,Perú,Referidos de clientes,8070,342,79,44,38,3162.0,83.2
2025-11,Perú,Alianzas y bancos,6779,251,60,37,31,9118.0,294.13
2025-11,Perú,Marketplace / App,7009,190,41,26,18,4804.0,266.87
2025-11,Uruguay,Búsqueda orgánica,17520,686,161,86,64,17081.0,266.89
2025-11,Uruguay,Canal de contadores,10896,525,129,80,72,15327.0,212.87
2025-11,Uruguay,Google Ads,7733,396,114,68,43,44746.0,1040.61
2025-11,Uruguay,Meta Ads,8272,358,82,48,24,20642.0,860.09
2025-11,Uruguay,Televentas,5355,256,71,37,29,24267.0,836.78
2025-11,Uruguay,Referidos de clientes,2798,144,41,23,20,2239.0,111.97
2025-11,Uruguay,Alianzas y bancos,2754,115,35,19,16,6631.0,414.43
2025-11,Uruguay,Marketplace / App,2725,86,19,11,8,3066.0,383.21
2025-11,Chile,Búsqueda orgánica,15595,788,150,85,63,19457.0,308.83
2025-11,Chile,Canal de contadores,12795,509,131,83,70,16354.0,233.63
2025-11,Chile,Google Ads,12439,384,101,65,41,49105.0,1197.68
2025-11,Chile,Meta Ads,6931,312,76,51,28,27641.0,987.18
2025-11,Chile,Televentas,4432,202,57,38,31,35730.0,1152.59
2025-11,Chile,Referidos de clientes,3733,177,47,26,22,3154.0,143.35
2025-11,Chile,Alianzas y bancos,3665,145,36,22,17,7656.0,450.36
2025-11,Chile,Marketplace / App,1561,80,20,11,8,3267.0,408.32
2025-12,Colombia,Búsqueda orgánica,133859,6647,1328,698,469,78019.0,166.35
2025-12,Colombia,Canal de contadores,81105,4133,1049,670,603,90254.0,149.67
2025-12,Colombia,Google Ads,86857,3417,978,591,338,225877.0,668.27
2025-12,Colombia,Meta Ads,74620,3534,712,394,226,127390.0,563.67
2025-12,Colombia,Televentas,64424,2994,663,354,262,135387.0,516.74
2025-12,Colombia,Referidos de clientes,39516,1298,321,193,161,12761.0,79.26
2025-12,Colombia,Alianzas y bancos,37284,1032,247,137,114,36092.0,316.6
2025-12,Colombia,Marketplace / App,25171,758,186,99,68,17490.0,257.2
2025-12,México,Búsqueda orgánica,141273,6275,1276,730,549,130246.0,237.24
2025-12,México,Canal de contadores,128011,4684,1226,771,683,108027.0,158.17
2025-12,México,Google Ads,83840,3462,1014,660,402,367509.0,914.2
2025-12,México,Meta Ads,68492,2262,684,434,231,186702.0,808.23
2025-12,México,Televentas,57207,2651,519,349,272,200067.0,735.54
2025-12,México,Referidos de clientes,50307,1690,364,240,188,19974.0,106.24
2025-12,México,Alianzas y bancos,26511,1328,338,198,155,57193.0,368.98
2025-12,México,Marketplace / App,23302,882,223,148,94,28849.0,306.9
2025-12,Ecuador,Búsqueda orgánica,24169,1216,357,237,174,38306.0,220.15
2025-12,Ecuador,Canal de contadores,37341,1767,370,242,222,33112.0,149.15
2025-12,Ecuador,Google Ads,20572,867,266,179,115,68561.0,596.18
2025-12,Ecuador,Meta Ads,38748,1213,252,137,75,55977.0,746.36
2025-12,Ecuador,Televentas,24240,912,215,117,96,62868.0,654.87
2025-12,Ecuador,Referidos de clientes,10856,438,109,69,62,5488.0,88.51
2025-12,Ecuador,Alianzas y bancos,7652,295,83,52,44,14584.0,331.45
2025-12,Ecuador,Marketplace / App,6820,332,84,44,30,6280.0,209.32
2025-12,Perú,Búsqueda orgánica,26099,1130,268,152,112,20222.0,180.55
2025-12,Perú,Canal de contadores,32011,1471,304,190,175,22906.0,130.89
2025-12,Perú,Google Ads,30778,1252,239,154,93,63833.0,686.38
2025-12,Perú,Meta Ads,26277,899,194,109,60,39394.0,656.57
2025-12,Perú,Televentas,16190,698,148,85,64,37900.0,592.18
2025-12,Perú,Referidos de clientes,8411,285,68,46,38,3039.0,79.97
2025-12,Perú,Alianzas y bancos,4779,221,62,40,33,10168.0,308.14
2025-12,Perú,Marketplace / App,5950,214,53,29,19,4704.0,247.6
2025-12,Uruguay,Búsqueda orgánica,24828,724,148,82,63,15883.0,252.1
2025-12,Uruguay,Canal de contadores,13190,636,154,83,79,14544.0,184.1
2025-12,Uruguay,Google Ads,13409,395,116,67,41,40370.0,984.63
2025-12,Uruguay,Meta Ads,7316,245,72,47,26,21151.0,813.49
2025-12,Uruguay,Televentas,5085,195,54,36,30,25786.0,859.54
2025-12,Uruguay,Referidos de clientes,5466,165,37,22,19,1943.0,102.28
2025-12,Uruguay,Alianzas y bancos,3102,101,27,17,15,6074.0,404.96
2025-12,Uruguay,Marketplace / App,1800,58,17,12,8,2737.0,342.16
2025-12,Chile,Búsqueda orgánica,16985,565,128,74,54,15451.0,286.12
2025-12,Chile,Canal de contadores,16431,448,121,71,62,14029.0,226.28
2025-12,Chile,Google Ads,12000,458,90,61,38,45043.0,1185.34
2025-12,Chile,Meta Ads,7794,251,66,42,23,24625.0,1070.65
2025-12,Chile,Televentas,6902,290,61,33,26,22910.0,881.15
2025-12,Chile,Referidos de clientes,2374,105,29,18,16,2017.0,126.08
2025-12,Chile,Alianzas y bancos,2602,94,25,17,14,7441.0,531.47
2025-12,Chile,Marketplace / App,2557,96,19,12,8,3452.0,431.45
2026-01,Colombia,Búsqueda orgánica,247199,7796,1998,1324,956,197499.0,206.59
2026-01,Colombia,Canal de contadores,266435,9320,2467,1312,1221,172719.0,141.46
2026-01,Colombia,Google Ads,167486,7922,1864,1081,662,453325.0,684.78
2026-01,Colombia,Meta Ads,106760,5268,1402,772,394,231360.0,587.21
2026-01,Colombia,Televentas,84173,3972,929,566,445,262820.0,590.61
2026-01,Colombia,Referidos de clientes,68009,3218,653,370,292,22889.0,78.39
2026-01,Colombia,Alianzas y bancos,61666,1871,497,278,215,60066.0,279.38
2026-01,Colombia,Marketplace / App,40199,1153,336,215,138,28211.0,204.43
2026-01,México,Búsqueda orgánica,218558,8586,1942,1282,921,243468.0,264.35
2026-01,México,Canal de contadores,301147,8476,2180,1211,1069,177420.0,165.97
2026-01,México,Google Ads,160607,6733,1804,1029,643,501707.0,780.26
