mes,pais,segmento,encuestados,promotores_pct,pasivos_pct,detractores_pct,nps,csat
2025-12,Chile,Micro,638,48.6,19.3,32.1,16.4,3.88
2025-12,Chile,Pequeña,786,55.3,16.8,28.0,27.3,4.14
2025-12,Chile,Mediana,480,59.6,15.2,25.3,34.3,4.31
2025-12,Chile,Contador,700,62.3,14.1,23.5,38.8,4.41
2026-01,Colombia,Micro,597,47.1,19.8,33.0,14.1,3.69
2026-01,Colombia,Pequeña,901,55.4,16.7,27.9,27.5,4.0
2026-01,Colombia,Mediana,258,63.2,13.8,23.0,40.2,4.31
2026-01,Colombia,Contador,434,60.5,14.8,24.7,35.7,4.2
2026-01,México,Micro,1126,44.7,20.7,34.6,10.1,3.59
2026-01,México,Pequeña,1289,49.5,19.0,31.6,17.9,3.78
2026-01,México,Mediana,365,55.7,16.6,27.7,28.0,4.02
2026-01,México,Contador,738,59.1,15.3,25.6,33.5,4.15
2026-01,Ecuador,Micro,716,50.5,18.6,31.0,19.5,3.82
2026-01,Ecuador,Pequeña,961,54.5,17.0,28.4,26.1,3.97
2026-01,Ecuador,Mediana,552,57.2,16.1,26.8,30.4,4.07
2026-01,Ecuador,Contador,1249,63.8,13.6,22.6,41.2,4.33
2026-01,Perú,Micro,656,51.6,18.2,30.3,21.3,3.86
2026-01,Perú,Pequeña,943,56.1,16.5,27.5,28.6,4.03
2026-01,Perú,Mediana,605,62.1,14.2,23.7,38.3,4.26
2026-01,Perú,Contador,1393,64.1,13.4,22.4,41.7,4.34
2026-01,Uruguay,Micro,309,51.9,18.0,30.0,21.9,3.87
2026-01,Uruguay,Pequeña,750,58.4,15.6,26.0,32.3,4.12
2026-01,Uruguay,Mediana,1368,62.0,14.2,23.7,38.3,4.26
2026-01,Uruguay,Contador,923,62.7,14.0,23.3,39.4,4.29
2026-01,Chile,Micro,908,50.0,18.7,31.2,18.8,3.8
2026-01,Chile,Pequeña,1165,54.0,17.3,28.8,25.2,3.95
2026-01,Chile,Mediana,827,57.3,16.0,26.7,30.6,4.08
2026-01,Chile,Contador,250,57.5,15.9,26.5,31.0,4.09
2026-02,Colombia,Micro,524,52.7,17.7,29.5,23.2,3.93
2026-02,Colombia,Pequeña,665,58.3,15.6,26.1,32.2,4.15
2026-02,Colombia,Mediana,976,61.3,14.5,24.2,37.1,4.26
2026-02,Colombia,Contador,848,63.6,13.7,22.8,40.8,4.35
2026-02,México,Micro,333,42.9,21.4,35.7,7.1,3.55
2026-02,México,Pequeña,1291,51.0,18.4,30.6,20.4,3.87
2026-02,México,Mediana,1364,56.6,16.3,27.1,29.6,4.08
2026-02,México,Contador,746,60.0,15.0,25.0,35.1,4.21
2026-02,Ecuador,Micro,479,46.9,19.9,33.2,13.7,3.71
2026-02,Ecuador,Pequeña,1253,54.1,17.2,28.7,25.5,3.99
2026-02,Ecuador,Mediana,554,62.7,14.0,23.3,39.3,4.32
2026-02,Ecuador,Contador,1330,64.3,13.4,22.3,42.0,4.38
2026-02,Perú,Micro,593,49.9,18.8,31.3,18.5,3.82
2026-02,Perú,Pequeña,398,54.4,17.1,28.5,25.9,4.0
2026-02,Perú,Mediana,963,62.1,14.2,23.7,38.4,4.29
2026-02,Perú,Contador,622,58.0,15.7,26.2,31.8,4.14
2026-02,Uruguay,Micro,1325,54.4,17.1,28.5,25.9,4.0
2026-02,Uruguay,Pequeña,1296,58.1,15.7,26.2,31.9,4.14
2026-02,Uruguay,Mediana,854,64.5,13.3,22.2,42.3,4.39
2026-02,Uruguay,Contador,1197,68.5,11.8,19.7,48.9,4.54
2026-02,Chile,Micro,1012,45.4,20.5,34.1,11.2,3.65
2026-02,Chile,Pequeña,414,50.3,18.6,31.1,19.2,3.84
2026-02,Chile,Mediana,813,59.1,15.3,25.5,33.6,4.18
2026-02,Chile,Contador,853,58.1,15.7,26.2,31.9,4.14
2026-03,Colombia,Micro,1020,49.7,18.8,31.4,18.3,3.67
2026-03,Colombia,Pequeña,1373,51.3,18.2,30.4,20.9,3.73
2026-03,Colombia,Mediana,1260,57.0,16.1,26.9,30.1,3.95
2026-03,Colombia,Contador,406,62.5,14.1,23.4,39.1,4.16
2026-03,México,Micro,532,41.2,22.0,36.7,4.5,3.34
2026-03,México,Pequeña,1061,46.5,20.1,33.4,13.1,3.54
2026-03,México,Mediana,551,57.1,16.1,26.8,30.3,3.95
2026-03,México,Contador,271,58.4,15.6,26.0,32.4,4.0
2026-03,Ecuador,Micro,1101,45.0,20.6,34.4,10.6,3.48
2026-03,Ecuador,Pequeña,1239,52.9,17.7,29.4,23.4,3.79
2026-03,Ecuador,Mediana,1229,53.4,17.5,29.1,24.3,3.81
2026-03,Ecuador,Contador,529,59.0,15.4,25.6,33.4,4.03
2026-03,Perú,Micro,747,44.3,20.9,34.8,9.4,3.46
2026-03,Perú,Pequeña,1055,50.9,18.4,30.7,20.2,3.71
2026-03,Perú,Mediana,973,60.9,14.7,24.5,36.4,4.1
2026-03,Perú,Contador,1012,61.3,14.5,24.2,37.0,4.11
2026-03,Uruguay,Micro,883,46.9,19.9,33.2,13.7,3.56
2026-03,Uruguay,Pequeña,1323,55.7,16.6,27.7,28.0,3.9
2026-03,Uruguay,Mediana,253,62.3,14.1,23.6,38.8,4.15
2026-03,Uruguay,Contador,506,62.7,14.0,23.3,39.3,4.17
2026-03,Chile,Micro,1348,44.1,21.0,34.9,9.1,3.45
2026-03,Chile,Pequeña,260,51.9,18.0,30.0,21.9,3.75
2026-03,Chile,Mediana,1330,55.4,16.7,27.9,27.5,3.89
2026-03,Chile,Contador,1353,60.2,14.9,24.9,35.3,4.07
2026-04,Colombia,Micro,684,49.9,18.8,31.3,18.6,3.56
2026-04,Colombia,Pequeña,1363,54.9,16.9,28.2,26.8,3.76
2026-04,Colombia,Mediana,596,59.0,15.4,25.6,33.4,3.92
2026-04,Colombia,Contador,608,61.3,14.5,24.2,37.1,4.0
2026-04,México,Micro,1294,39.0,22.9,38.1,0.8,3.14
2026-04,México,Pequeña,1098,47.2,19.8,33.0,14.2,3.46
2026-04,México,Mediana,1162,52.0,18.0,30.0,22.0,3.65
2026-04,México,Contador,961,53.7,17.4,29.0,24.7,3.71
2026-04,Ecuador,Micro,1298,44.3,20.9,34.8,9.6,3.35
2026-04,Ecuador,Pequeña,381,48.8,19.2,32.0,16.8,3.52
2026-04,Ecuador,Mediana,536,57.2,16.1,26.8,30.4,3.84
2026-04,Ecuador,Contador,1012,58.4,15.6,26.0,32.4,3.89
2026-04,Perú,Micro,234,45.2,20.5,34.2,11.0,3.38
2026-04,Perú,Pequeña,845,51.5,18.2,30.3,21.2,3.63
2026-04,Perú,Mediana,730,55.4,16.7,27.8,27.6,3.78
2026-04,Perú,Contador,623,59.8,15.1,25.1,34.7,3.95
2026-04,Uruguay,Micro,759,44.5,20.8,34.7,9.9,3.36
2026-04,Uruguay,Pequeña,1082,53.9,17.3,28.8,25.0,3.72
2026-04,Uruguay,Mediana,850,60.3,14.9,24.8,35.5,3.96
2026-04,Uruguay,Contador,897,61.1,14.6,24.3,36.7,3.99
2026-04,Chile,Micro,560,43.6,21.1,35.2,8.4,3.32
2026-04,Chile,Pequeña,624,47.0,19.9,33.1,13.9,3.45
2026-04,Chile,Mediana,202,51.3,18.3,30.5,20.8,3.62
2026-04,Chile,Contador,688,55.9,16.5,27.6,28.3,3.79
2026-05,Colombia,Micro,1238,47.9,19.5,32.6,15.3,3.55
2026-05,Colombia,Pequeña,710,55.5,16.7,27.8,27.8,3.85
2026-05,Colombia,Mediana,1244,60.3,14.9,24.8,35.5,4.03
2026-05,Colombia,Contador,1285,64.4,13.4,22.3,42.1,4.19
2026-05,México,Micro,460,41.6,21.9,36.5,5.0,3.31
2026-05,México,Pequeña,1311,46.5,20.0,33.4,13.1,3.5
2026-05,México,Mediana,942,53.2,17.6,29.3,23.9,3.76
2026-05,México,Contador,807,56.0,16.5,27.5,28.5,3.86
2026-05,Ecuador,Micro,827,47.3,19.8,32.9,14.4,3.53
2026-05,Ecuador,Pequeña,1115,54.8,16.9,28.2,26.6,3.82
2026-05,Ecuador,Mediana,362,55.6,16.6,27.7,27.9,3.85
2026-05,Ecuador,Contador,869,62.4,14.1,23.5,38.8,4.11
2026-05,Perú,Micro,661,45.4,20.5,34.1,11.2,3.45
2026-05,Perú,Pequeña,1092,52.1,18.0,29.9,22.1,3.71
2026-05,Perú,Mediana,622,58.4,15.6,26.0,32.4,3.96
2026-05,Perú,Contador,775,58.3,15.6,26.1,32.2,3.95
2026-05,Uruguay,Micro,1389,48.3,19.4,32.3,16.0,3.57
2026-05,Uruguay,Pequeña,1229,55.4,16.7,27.8,27.6,3.84
2026-05,Uruguay,Mediana,246,59.4,15.2,25.3,34.1,4.0
2026-05,Uruguay,Contador,578,64.0,13.5,22.5,41.5,4.17
2026-05,Chile,Micro,1360,43.8,21.1,35.1,8.6,3.39
2026-05,Chile,Pequeña,435,47.7,19.6,32.7,15.1,3.54
2026-05,Chile,Mediana,1119,54.2,17.2,28.6,25.6,3.8
2026-05,Chile,Contador,208,61.7,14.3,23.9,37.8,4.09
2026-06,Colombia,Micro,563,50.7,18.5,30.8,19.9,3.82
2026-06,Colombia,Pequeña,259,57.0,16.1,26.9,30.2,4.06
2026-06,Colombia,Mediana,567,60.8,14.7,24.5,36.3,4.21
2026-06,Colombia,Contador,419,64.5,13.3,22.2,42.3,4.35
2026-06,México,Micro,306,46.2,20.2,33.6,12.7,3.64
2026-06,México,Pequeña,999,50.0,18.7,31.2,18.8,3.79
2026-06,México,Mediana,871,54.8,16.9,28.2,26.6,3.97
2026-06,México,Contador,222,54.4,17.1,28.5,25.9,3.96
2026-06,Ecuador,Micro,555,48.2,19.4,32.4,15.8,3.72
2026-06,Ecuador,Pequeña,971,52.6,17.8,29.7,22.9,3.89
2026-06,Ecuador,Mediana,916,60.2,14.9,24.9,35.3,4.18
2026-06,Ecuador,Contador,736,63.4,13.7,22.9,40.5,4.31
2026-06,Perú,Micro,330,52.2,17.9,29.9,22.3,3.87
2026-06,Perú,Pequeña,343,52.8,17.7,29.5,23.2,3.9
2026-06,Perú,Mediana,632,61.5,14.4,24.1,37.4,4.23
2026-06,Perú,Contador,1009,62.5,14.1,23.4,39.0,4.27
2026-06,Uruguay,Micro,301,50.9,18.4,30.7,20.2,3.82
2026-06,Uruguay,Pequeña,184,54.7,17.0,28.3,26.3,3.97
2026-06,Uruguay,Mediana,689,63.1,13.8,23.1,40.0,4.3
2026-06,Uruguay,Contador,905,64.2,13.4,22.4,41.8,4.34
2026-06,Chile,Micro,803,45.7,20.4,33.9,11.8,3.62
2026-06,Chile,Pequeña,1265,49.3,19.0,31.7,17.6,3.76
2026-06,Chile,Mediana,434,58.5,15.6,25.9,32.5,4.12
2026-06,Chile,Contador,231,55.7,16.6,27.7,28.1,4.01
2026-07,Colombia,Micro,1181,53.1,17.6,29.3,23.9,3.94
2026-07,Colombia,Pequeña,189,56.3,16.4,27.3,29.0,4.06
2026-07,Colombia,Mediana,801,63.9,13.5,22.6,41.3,4.35
2026-07,Colombia,Contador,760,67.4,12.2,20.4,47.0,4.49
2026-07,México,Micro,492,45.4,20.5,34.2,11.2,3.63
2026-07,México,Pequeña,1328,49.3,19.0,31.7,17.7,3.79
2026-07,México,Mediana,1196,58.6,15.5,25.9,32.7,4.15
2026-07,México,Contador,199,61.1,14.6,24.3,36.8,4.24
2026-07,Ecuador,Micro,839,49.1,19.1,31.8,17.4,3.78
2026-07,Ecuador,Pequeña,1139,58.7,15.5,25.8,32.9,4.15
2026-07,Ecuador,Mediana,283,59.1,15.3,25.6,33.5,4.17
2026-07,Ecuador,Contador,795,62.9,13.9,23.2,39.7,4.31
2026-07,Perú,Micro,889,48.7,19.2,32.1,16.6,3.76
2026-07,Perú,Pequeña,409,56.4,16.4,27.3,29.1,4.06
2026-07,Perú,Mediana,503,60.8,14.7,24.5,36.2,4.23
2026-07,Perú,Contador,766,63.9,13.5,22.6,41.3,4.35
2026-07,Uruguay,Micro,901,53.5,17.4,29.1,24.4,3.95
2026-07,Uruguay,Pequeña,397,56.4,16.3,27.2,29.2,4.06
2026-07,Uruguay,Mediana,376,67.2,12.3,20.5,46.6,4.48
2026-07,Uruguay,Contador,1255,64.5,13.3,22.2,42.3,4.37
2026-07,Chile,Micro,1083,47.8,19.6,32.6,15.2,3.73
2026-07,Chile,Pequeña,590,51.6,18.2,30.3,21.3,3.88
2026-07,Chile,Mediana,718,57.1,16.1,26.8,30.3,4.09
2026-07,Chile,Contador,832,59.8,15.1,25.1,34.7,4.19
2026-08,Colombia,Micro,645,49.5,18.9,31.6,17.9,3.69
2026-08,Colombia,Pequeña,1195,57.7,15.8,26.4,31.3,4.01
2026-08,Colombia,Mediana,1333,64.1,13.5,22.4,41.7,4.26
2026-08,Colombia,Contador,1258,66.6,12.5,20.9,45.8,4.35
2026-08,México,Micro,536,42.0,21.7,36.2,5.8,3.4
2026-08,México,Pequeña,940,49.1,19.1,31.8,17.3,3.68
2026-08,México,Mediana,1125,55.5,16.7,27.8,27.6,3.92
2026-08,México,Contador,336,57.0,16.1,26.9,30.1,3.98
2026-08,Ecuador,Micro,681,50.2,18.7,31.1,19.1,3.72
2026-08,Ecuador,Pequeña,1284,51.4,18.2,30.4,21.0,3.77
2026-08,Ecuador,Mediana,1285,58.2,15.7,26.1,32.1,4.03
2026-08,Ecuador,Contador,433,59.3,15.3,25.4,33.8,4.07
2026-08,Perú,Micro,1322,49.3,19.0,31.7,17.5,3.68
2026-08,Perú,Pequeña,907,56.6,16.3,27.1,29.4,3.97
2026-08,Perú,Mediana,777,60.7,14.7,24.5,36.2,4.13
2026-08,Perú,Contador,763,61.4,14.5,24.1,37.4,4.15
2026-08,Uruguay,Micro,886,52.7,17.7,29.6,23.1,3.82
2026-08,Uruguay,Pequeña,704,57.5,15.9,26.6,30.9,4.0
2026-08,Uruguay,Mediana,1269,64.8,13.2,22.0,42.9,4.28
2026-08,Uruguay,Contador,875,65.8,12.8,21.4,44.4,4.32
2026-08,Chile,Micro,1011,42.4,21.6,36.0,6.4,3.42
2026-08,Chile,Pequeña,904,51.6,18.2,30.3,21.3,3.77
2026-08,Chile,Mediana,314,56.2,16.4,27.4,28.8,3.95
2026-08,Chile,Contador,741,60.3,14.9,24.8,35.5,4.11
