cohorte,pais,mes_vida,clientes_inicial,clientes_retenidos,retencion_pct,retencion_mrr_pct
2025-01,México,14,1965,1438,73.19,82.52
2025-01,México,15,1965,1416,72.1,81.94
2025-01,México,16,1965,1396,71.05,81.4
2025-01,México,17,1965,1376,70.05,80.89
2025-01,México,18,1965,1357,69.1,80.41
2025-01,México,19,1965,1339,68.19,79.97
2025-01,Ecuador,0,813,813,100.0,100.0
2025-01,Ecuador,1,813,771,94.84,95.7
2025-01,Ecuador,2,813,750,92.31,93.99
2025-01,Ecuador,3,813,737,90.73,93.21
2025-01,Ecuador,4,813,725,89.22,92.47
2025-01,Ecuador,5,813,713,87.76,91.76
2025-01,Ecuador,6,813,702,86.37,91.08
2025-01,Ecuador,7,813,691,85.02,90.44
2025-01,Ecuador,8,813,680,83.73,89.83
2025-01,Ecuador,9,813,670,82.49,89.25
2025-01,Ecuador,10,813,660,81.3,88.7
2025-01,Ecuador,11,813,651,80.16,88.18
2025-01,Ecuador,12,813,642,79.06,87.69
2025-01,Ecuador,13,813,634,78.01,87.24
2025-01,Ecuador,14,813,625,77.0,86.81
2025-01,Ecuador,15,813,618,76.03,86.41
2025-01,Ecuador,16,813,610,75.1,86.04
2025-01,Ecuador,17,813,603,74.22,85.7
2025-01,Ecuador,18,813,596,73.37,85.38
2025-01,Ecuador,19,813,589,72.55,85.1
2025-01,Perú,0,609,609,100.0,100.0
2025-01,Perú,1,609,576,94.61,95.47
2025-01,Perú,2,609,560,91.97,93.64
2025-01,Perú,3,609,550,90.33,92.79
2025-01,Perú,4,609,540,88.75,91.98
2025-01,Perú,5,609,531,87.24,91.21
2025-01,Perú,6,609,522,85.79,90.47
2025-01,Perú,7,609,513,84.39,89.77
2025-01,Perú,8,609,505,83.06,89.1
2025-01,Perú,9,609,497,81.77,88.47
2025-01,Perú,10,609,490,80.54,87.87
2025-01,Perú,11,609,483,79.35,87.3
2025-01,Perú,12,609,476,78.22,86.76
2025-01,Perú,13,609,469,77.13,86.25
2025-01,Perú,14,609,463,76.09,85.78
2025-01,Perú,15,609,457,75.09,85.34
2025-01,Perú,16,609,451,74.13,84.92
2025-01,Perú,17,609,445,73.22,84.54
2025-01,Perú,18,609,440,72.34,84.19
2025-01,Perú,19,609,435,71.5,83.87
2025-01,Uruguay,0,338,338,100.0,100.0
2025-01,Uruguay,1,338,324,95.91,96.78
2025-01,Uruguay,2,338,317,93.88,95.59
2025-01,Uruguay,3,338,313,92.61,95.14
2025-01,Uruguay,4,338,308,91.39,94.72
2025-01,Uruguay,5,338,304,90.21,94.31
2025-01,Uruguay,6,338,301,89.07,93.94
2025-01,Uruguay,7,338,297,87.97,93.58
2025-01,Uruguay,8,338,293,86.92,93.24
2025-01,Uruguay,9,338,290,85.9,92.93
2025-01,Uruguay,10,338,287,84.91,92.64
2025-01,Uruguay,11,338,283,83.97,92.37
2025-01,Uruguay,12,338,280,83.06,92.13
2025-01,Uruguay,13,338,277,82.18,91.9
2025-01,Uruguay,14,338,274,81.34,91.7
2025-01,Uruguay,15,338,272,80.53,91.52
2025-01,Uruguay,16,338,269,79.75,91.36
2025-01,Uruguay,17,338,267,79.01,91.23
2025-01,Uruguay,18,338,264,78.29,91.11
2025-01,Uruguay,19,338,262,77.6,91.02
2025-01,Chile,0,271,271,100.0,100.0
2025-01,Chile,1,271,253,93.36,94.21
2025-01,Chile,2,271,244,90.15,91.79
2025-01,Chile,3,271,238,88.17,90.58
2025-01,Chile,4,271,233,86.28,89.42
2025-01,Chile,5,271,228,84.47,88.32
2025-01,Chile,6,271,224,82.74,87.26
2025-01,Chile,7,271,219,81.09,86.25
2025-01,Chile,8,271,215,79.5,85.29
2025-01,Chile,9,271,211,77.99,84.37
2025-01,Chile,10,271,207,76.54,83.5
2025-01,Chile,11,271,203,75.15,82.68
2025-01,Chile,12,271,200,73.83,81.89
2025-01,Chile,13,271,196,72.57,81.15
2025-01,Chile,14,271,193,71.36,80.45
2025-01,Chile,15,271,190,70.2,79.79
2025-01,Chile,16,271,187,69.1,79.16
2025-01,Chile,17,271,184,68.05,78.58
2025-01,Chile,18,271,181,67.05,78.03
2025-01,Chile,19,271,179,66.09,77.52
2025-02,Colombia,0,2838,2838,100.0,100.0
2025-02,Colombia,1,2838,2703,95.24,96.11
2025-02,Colombia,2,2838,2636,92.9,94.59
2025-02,Colombia,3,2838,2595,91.44,93.94
2025-02,Colombia,4,2838,2555,90.04,93.31
2025-02,Colombia,5,2838,2516,88.68,92.72
2025-02,Colombia,6,2838,2479,87.38,92.15
2025-02,Colombia,7,2838,2444,86.13,91.62
2025-02,Colombia,8,2838,2410,84.92,91.11
2025-02,Colombia,9,2838,2377,83.77,90.63
2025-02,Colombia,10,2838,2345,82.65,90.17
2025-02,Colombia,11,2838,2315,81.58,89.75
2025-02,Colombia,12,2838,2286,80.55,89.35
2025-02,Colombia,13,2838,2258,79.56,88.98
2025-02,Colombia,14,2838,2231,78.62,88.63
2025-02,Colombia,15,2838,2205,77.7,88.31
2025-02,Colombia,16,2838,2180,76.83,88.02
2025-02,Colombia,17,2838,2156,76.0,87.75
2025-02,Colombia,18,2838,2134,75.19,87.51
2025-02,México,0,2007,2007,100.0,100.0
2025-02,México,1,2007,1883,93.85,94.71
2025-02,México,2,2007,1823,90.87,92.52
2025-02,México,3,2007,1786,89.02,91.45
2025-02,México,4,2007,1751,87.25,90.43
2025-02,México,5,2007,1717,85.56,89.45
2025-02,México,6,2007,1684,83.94,88.52
2025-02,México,7,2007,1653,82.38,87.63
2025-02,México,8,2007,1623,80.89,86.78
2025-02,México,9,2007,1594,79.46,85.97
2025-02,México,10,2007,1567,78.1,85.2
2025-02,México,11,2007,1541,76.79,84.48
2025-02,México,12,2007,1516,75.54,83.79
2025-02,México,13,2007,1492,74.34,83.13
2025-02,México,14,2007,1469,73.19,82.52
2025-02,México,15,2007,1447,72.1,81.94
2025-02,México,16,2007,1426,71.05,81.4
2025-02,México,17,2007,1405,70.05,80.89
2025-02,México,18,2007,1386,69.1,80.41
2025-02,Ecuador,0,830,830,100.0,100.0
2025-02,Ecuador,1,830,787,94.84,95.7
2025-02,Ecuador,2,830,766,92.31,93.99
2025-02,Ecuador,3,830,753,90.73,93.21
2025-02,Ecuador,4,830,740,89.22,92.47
2025-02,Ecuador,5,830,728,87.76,91.76
2025-02,Ecuador,6,830,716,86.37,91.08
2025-02,Ecuador,7,830,705,85.02,90.44
2025-02,Ecuador,8,830,694,83.73,89.83
2025-02,Ecuador,9,830,684,82.49,89.25
2025-02,Ecuador,10,830,674,81.3,88.7
2025-02,Ecuador,11,830,665,80.16,88.18
2025-02,Ecuador,12,830,656,79.06,87.69
2025-02,Ecuador,13,830,647,78.01,87.24
2025-02,Ecuador,14,830,639,77.0,86.81
2025-02,Ecuador,15,830,631,76.03,86.41
2025-02,Ecuador,16,830,623,75.1,86.04
2025-02,Ecuador,17,830,615,74.22,85.7
2025-02,Ecuador,18,830,608,73.37,85.38
2025-02,Perú,0,623,623,100.0,100.0
2025-02,Perú,1,623,589,94.61,95.47
2025-02,Perú,2,623,572,91.97,93.64
2025-02,Perú,3,623,562,90.33,92.79
2025-02,Perú,4,623,552,88.75,91.98
2025-02,Perú,5,623,543,87.24,91.21
2025-02,Perú,6,623,534,85.79,90.47
2025-02,Perú,7,623,525,84.39,89.77
2025-02,Perú,8,623,517,83.06,89.1
2025-02,Perú,9,623,509,81.77,88.47
2025-02,Perú,10,623,501,80.54,87.87
2025-02,Perú,11,623,494,79.35,87.3
2025-02,Perú,12,623,487,78.22,86.76
2025-02,Perú,13,623,480,77.13,86.25
2025-02,Perú,14,623,474,76.09,85.78
2025-02,Perú,15,623,467,75.09,85.34
2025-02,Perú,16,623,461,74.13,84.92
2025-02,Perú,17,623,456,73.22,84.54
2025-02,Perú,18,623,450,72.34,84.19
2025-02,Uruguay,0,346,346,100.0,100.0
2025-02,Uruguay,1,346,331,95.91,96.78
2025-02,Uruguay,2,346,324,93.88,95.59
2025-02,Uruguay,3,346,320,92.61,95.14
2025-02,Uruguay,4,346,316,91.39,94.72
2025-02,Uruguay,5,346,312,90.21,94.31
2025-02,Uruguay,6,346,308,89.07,93.94
2025-02,Uruguay,7,346,304,87.97,93.58
2025-02,Uruguay,8,346,300,86.92,93.24
2025-02,Uruguay,9,346,297,85.9,92.93
2025-02,Uruguay,10,346,293,84.91,92.64
2025-02,Uruguay,11,346,290,83.97,92.37
2025-02,Uruguay,12,346,287,83.06,92.13
2025-02,Uruguay,13,346,284,82.18,91.9
2025-02,Uruguay,14,346,281,81.34,91.7
2025-02,Uruguay,15,346,278,80.53,91.52
2025-02,Uruguay,16,346,275,79.75,91.36
2025-02,Uruguay,17,346,273,79.01,91.23
2025-02,Uruguay,18,346,270,78.29,91.11
2025-02,Chile,0,276,276,100.0,100.0
2025-02,Chile,1,276,257,93.36,94.21
2025-02,Chile,2,276,248,90.15,91.79
2025-02,Chile,3,276,243,88.17,90.58
2025-02,Chile,4,276,238,86.28,89.42
2025-02,Chile,5,276,233,84.47,88.32
2025-02,Chile,6,276,228,82.74,87.26
2025-02,Chile,7,276,223,81.09,86.25
2025-02,Chile,8,276,219,79.5,85.29
2025-02,Chile,9,276,215,77.99,84.37
2025-02,Chile,10,276,211,76.54,83.5
2025-02,Chile,11,276,207,75.15,82.68
2025-02,Chile,12,276,203,73.83,81.89
2025-02,Chile,13,276,200,72.57,81.15
2025-02,Chile,14,276,196,71.36,80.45
2025-02,Chile,15,276,193,70.2,79.79
2025-02,Chile,16,276,190,69.1,79.16
2025-02,Chile,17,276,187,68.05,78.58
2025-02,Chile,18,276,185,67.05,78.03
2025-03,Colombia,0,2571,2571,100.0,100.0
2025-03,Colombia,1,2571,2448,95.24,96.11
2025-03,Colombia,2,2571,2388,92.9,94.59
2025-03,Colombia,3,2571,2350,91.44,93.94
2025-03,Colombia,4,2571,2314,90.04,93.31
2025-03,Colombia,5,2571,2280,88.68,92.72
2025-03,Colombia,6,2571,2246,87.38,92.15
2025-03,Colombia,7,2571,2214,86.13,91.62
2025-03,Colombia,8,2571,2183,84.92,91.11
2025-03,Colombia,9,2571,2153,83.77,90.63
2025-03,Colombia,10,2571,2124,82.65,90.17
2025-03,Colombia,11,2571,2097,81.58,89.75
2025-03,Colombia,12,2571,2070,80.55,89.35
2025-03,Colombia,13,2571,2045,79.56,88.98
2025-03,Colombia,14,2571,2021,78.62,88.63
2025-03,Colombia,15,2571,1997,77.7,88.31
2025-03,Colombia,16,2571,1975,76.83,88.02
2025-03,Colombia,17,2571,1953,76.0,87.75
2025-03,México,0,1818,1818,100.0,100.0
2025-03,México,1,1818,1706,93.85,94.71
2025-03,México,2,1818,1651,90.87,92.52
2025-03,México,3,1818,1618,89.02,91.45
2025-03,México,4,1818,1586,87.25,90.43
2025-03,México,5,1818,1555,85.56,89.45
2025-03,México,6,1818,1525,83.94,88.52
2025-03,México,7,1818,1497,82.38,87.63
2025-03,México,8,1818,1470,80.89,86.78
2025-03,México,9,1818,1444,79.46,85.97
2025-03,México,10,1818,1419,78.1,85.2
2025-03,México,11,1818,1396,76.79,84.48
2025-03,México,12,1818,1373,75.54,83.79
2025-03,México,13,1818,1351,74.34,83.13
2025-03,México,14,1818,1330,73.19,82.52
2025-03,México,15,1818,1310,72.1,81.94
2025-03,México,16,1818,1291,71.05,81.4
2025-03,México,17,1818,1273,70.05,80.89
2025-03,Ecuador,0,752,752,100.0,100.0
2025-03,Ecuador,1,752,713,94.84,95.7
2025-03,Ecuador,2,752,694,92.31,93.99
2025-03,Ecuador,3,752,682,90.73,93.21
2025-03,Ecuador,4,752,670,89.22,92.47
2025-03,Ecuador,5,752,659,87.76,91.76
2025-03,Ecuador,6,752,649,86.37,91.08
2025-03,Ecuador,7,752,639,85.02,90.44
2025-03,Ecuador,8,752,629,83.73,89.83
2025-03,Ecuador,9,752,620,82.49,89.25
2025-03,Ecuador,10,752,611,81.3,88.7
2025-03,Ecuador,11,752,602,80.16,88.18
2025-03,Ecuador,12,752,594,79.06,87.69
2025-03,Ecuador,13,752,586,78.01,87.24
2025-03,Ecuador,14,752,579,77.0,86.81
2025-03,Ecuador,15,752,571,76.03,86.41
2025-03,Ecuador,16,752,564,75.1,86.04
2025-03,Ecuador,17,752,558,74.22,85.7
2025-03,Perú,0,564,564,100.0,100.0
2025-03,Perú,1,564,533,94.61,95.47
2025-03,Perú,2,564,518,91.97,93.64
2025-03,Perú,3,564,509,90.33,92.79
2025-03,Perú,4,564,500,88.75,91.98
2025-03,Perú,5,564,492,87.24,91.21
2025-03,Perú,6,564,483,85.79,90.47
2025-03,Perú,7,564,475,84.39,89.77
2025-03,Perú,8,564,468,83.06,89.1
2025-03,Perú,9,564,461,81.77,88.47
2025-03,Perú,10,564,454,80.54,87.87
2025-03,Perú,11,564,447,79.35,87.3
2025-03,Perú,12,564,441,78.22,86.76
2025-03,Perú,13,564,435,77.13,86.25
2025-03,Perú,14,564,429,76.09,85.78
2025-03,Perú,15,564,423,75.09,85.34
2025-03,Perú,16,564,418,74.13,84.92
2025-03,Perú,17,564,412,73.22,84.54
2025-03,Uruguay,0,313,313,100.0,100.0
2025-03,Uruguay,1,313,300,95.91,96.78
2025-03,Uruguay,2,313,293,93.88,95.59
2025-03,Uruguay,3,313,289,92.61,95.14
2025-03,Uruguay,4,313,286,91.39,94.72
2025-03,Uruguay,5,313,282,90.21,94.31
2025-03,Uruguay,6,313,278,89.07,93.94
2025-03,Uruguay,7,313,275,87.97,93.58
2025-03,Uruguay,8,313,272,86.92,93.24
2025-03,Uruguay,9,313,268,85.9,92.93
2025-03,Uruguay,10,313,265,84.91,92.64
2025-03,Uruguay,11,313,262,83.97,92.37
2025-03,Uruguay,12,313,259,83.06,92.13
2025-03,Uruguay,13,313,257,82.18,91.9
2025-03,Uruguay,14,313,254,81.34,91.7
2025-03,Uruguay,15,313,252,80.53,91.52
2025-03,Uruguay,16,313,249,79.75,91.36
2025-03,Uruguay,17,313,247,79.01,91.23
2025-03,Chile,0,250,250,100.0,100.0
2025-03,Chile,1,250,233,93.36,94.21
2025-03,Chile,2,250,225,90.15,91.79
2025-03,Chile,3,250,220,88.17,90.58
2025-03,Chile,4,250,215,86.28,89.42
2025-03,Chile,5,250,211,84.47,88.32
2025-03,Chile,6,250,206,82.74,87.26
2025-03,Chile,7,250,202,81.09,86.25
2025-03,Chile,8,250,198,79.5,85.29
2025-03,Chile,9,250,194,77.99,84.37
2025-03,Chile,10,250,191,76.54,83.5
2025-03,Chile,11,250,187,75.15,82.68
2025-03,Chile,12,250,184,73.83,81.89
2025-03,Chile,13,250,181,72.57,81.15
2025-03,Chile,14,250,178,71.36,80.45
2025-03,Chile,15,250,175,70.2,79.79
2025-03,Chile,16,250,172,69.1,79.16
2025-03,Chile,17,250,170,68.05,78.58
2025-04,Colombia,0,3381,3381,100.0,100.0
2025-04,Colombia,1,3381,3220,95.24,96.11
2025-04,Colombia,2,3381,3140,92.9,94.59
2025-04,Colombia,3,3381,3091,91.44,93.94
2025-04,Colombia,4,3381,3044,90.04,93.31
2025-04,Colombia,5,3381,2998,88.68,92.72
2025-04,Colombia,6,3381,2954,87.38,92.15
2025-04,Colombia,7,3381,2912,86.13,91.62
2025-04,Colombia,8,3381,2871,84.92,91.11
2025-04,Colombia,9,3381,2832,83.77,90.63
2025-04,Colombia,10,3381,2794,82.65,90.17
2025-04,Colombia,11,3381,2758,81.58,89.75
2025-04,Colombia,12,3381,2723,80.55,89.35
2025-04,Colombia,13,3381,2690,79.56,88.98
2025-04,Colombia,14,3381,2657,78.62,88.63
2025-04,Colombia,15,3381,2627,77.7,88.31
2025-04,Colombia,16,3381,2597,76.83,88.02
2025-04,México,0,2391,2391,100.0,100.0
2025-04,México,1,2391,2244,93.85,94.71
2025-04,México,2,2391,2172,90.87,92.52
2025-04,México,3,2391,2128,89.02,91.45
2025-04,México,4,2391,2086,87.25,90.43
2025-04,México,5,2391,2045,85.56,89.45
2025-04,México,6,2391,2006,83.94,88.52
2025-04,México,7,2391,1969,82.38,87.63
2025-04,México,8,2391,1934,80.89,86.78
2025-04,México,9,2391,1899,79.46,85.97
2025-04,México,10,2391,1867,78.1,85.2
2025-04,México,11,2391,1836,76.79,84.48
2025-04,México,12,2391,1806,75.54,83.79
2025-04,México,13,2391,1777,74.34,83.13
2025-04,México,14,2391,1750,73.19,82.52
2025-04,México,15,2391,1723,72.1,81.94
2025-04,México,16,2391,1698,71.05,81.4
2025-04,Ecuador,0,989,989,100.0,100.0
2025-04,Ecuador,1,989,937,94.84,95.7
2025-04,Ecuador,2,989,912,92.31,93.99
2025-04,Ecuador,3,989,897,90.73,93.21
2025-04,Ecuador,4,989,882,89.22,92.47
2025-04,Ecuador,5,989,867,87.76,91.76
2025-04,Ecuador,6,989,854,86.37,91.08
2025-04,Ecuador,7,989,840,85.02,90.44
2025-04,Ecuador,8,989,828,83.73,89.83
2025-04,Ecuador,9,989,815,82.49,89.25
2025-04,Ecuador,10,989,804,81.3,88.7
2025-04,Ecuador,11,989,792,80.16,88.18
2025-04,Ecuador,12,989,781,79.06,87.69
2025-04,Ecuador,13,989,771,78.01,87.24
2025-04,Ecuador,14,989,761,77.0,86.81
2025-04,Ecuador,15,989,751,76.03,86.41
2025-04,Ecuador,16,989,742,75.1,86.04
2025-04,Perú,0,742,742,100.0,100.0
2025-04,Perú,1,742,701,94.61,95.47
2025-04,Perú,2,742,682,91.97,93.64
2025-04,Perú,3,742,670,90.33,92.79
2025-04,Perú,4,742,658,88.75,91.98
2025-04,Perú,5,742,647,87.24,91.21
2025-04,Perú,6,742,636,85.79,90.47
2025-04,Perú,7,742,626,84.39,89.77
2025-04,Perú,8,742,616,83.06,89.1
2025-04,Perú,9,742,606,81.77,88.47
2025-04,Perú,10,742,597,80.54,87.87
2025-04,Perú,11,742,588,79.35,87.3
2025-04,Perú,12,742,580,78.22,86.76
2025-04,Perú,13,742,572,77.13,86.25
2025-04,Perú,14,742,564,76.09,85.78
2025-04,Perú,15,742,557,75.09,85.34
2025-04,Perú,16,742,550,74.13,84.92
2025-04,Uruguay,0,412,412,100.0,100.0
2025-04,Uruguay,1,412,395,95.91,96.78
2025-04,Uruguay,2,412,386,93.88,95.59
2025-04,Uruguay,3,412,381,92.61,95.14
2025-04,Uruguay,4,412,376,91.39,94.72
2025-04,Uruguay,5,412,371,90.21,94.31
2025-04,Uruguay,6,412,366,89.07,93.94
2025-04,Uruguay,7,412,362,87.97,93.58
2025-04,Uruguay,8,412,358,86.92,93.24
2025-04,Uruguay,9,412,353,85.9,92.93
2025-04,Uruguay,10,412,349,84.91,92.64
2025-04,Uruguay,11,412,345,83.97,92.37
2025-04,Uruguay,12,412,342,83.06,92.13
2025-04,Uruguay,13,412,338,82.18,91.9
2025-04,Uruguay,14,412,335,81.34,91.7
2025-04,Uruguay,15,412,331,80.53,91.52
2025-04,Uruguay,16,412,328,79.75,91.36
2025-04,Chile,0,329,329,100.0,100.0
2025-04,Chile,1,329,307,93.36,94.21
2025-04,Chile,2,329,296,90.15,91.79
2025-04,Chile,3,329,290,88.17,90.58
2025-04,Chile,4,329,283,86.28,89.42
2025-04,Chile,5,329,277,84.47,88.32
2025-04,Chile,6,329,272,82.74,87.26
2025-04,Chile,7,329,266,81.09,86.25
2025-04,Chile,8,329,261,79.5,85.29
2025-04,Chile,9,329,256,77.99,84.37
2025-04,Chile,10,329,251,76.54,83.5
2025-04,Chile,11,329,247,75.15,82.68
2025-04,Chile,12,329,242,73.83,81.89
2025-04,Chile,13,329,238,72.57,81.15
2025-04,Chile,14,329,234,71.36,80.45
2025-04,Chile,15,329,230,70.2,79.79
2025-04,Chile,16,329,227,69.1,79.16
2025-05,Colombia,0,2685,2685,100.0,100.0
2025-05,Colombia,1,2685,2557,95.24,96.11
2025-05,Colombia,2,2685,2494,92.9,94.59
2025-05,Colombia,3,2685,2455,91.44,93.94
2025-05,Colombia,4,2685,2417,90.04,93.31
2025-05,Colombia,5,2685,2381,88.68,92.72
2025-05,Colombia,6,2685,2346,87.38,92.15
2025-05,Colombia,7,2685,2312,86.13,91.62
2025-05,Colombia,8,2685,2280,84.92,91.11
2025-05,Colombia,9,2685,2249,83.77,90.63
2025-05,Colombia,10,2685,2219,82.65,90.17
2025-05,Colombia,11,2685,2190,81.58,89.75
2025-05,Colombia,12,2685,2162,80.55,89.35
2025-05,Colombia,13,2685,2136,79.56,88.98
2025-05,Colombia,14,2685,2110,78.62,88.63
2025-05,Colombia,15,2685,2086,77.7,88.31
2025-05,México,0,1899,1899,100.0,100.0
2025-05,México,1,1899,1782,93.85,94.71
2025-05,México,2,1899,1725,90.87,92.52
2025-05,México,3,1899,1690,89.02,91.45
2025-05,México,4,1899,1656,87.25,90.43
2025-05,México,5,1899,1624,85.56,89.45
2025-05,México,6,1899,1593,83.94,88.52
2025-05,México,7,1899,1564,82.38,87.63
2025-05,México,8,1899,1536,80.89,86.78
2025-05,México,9,1899,1509,79.46,85.97
2025-05,México,10,1899,1483,78.1,85.2
2025-05,México,11,1899,1458,76.79,84.48
2025-05,México,12,1899,1434,75.54,83.79
2025-05,México,13,1899,1411,74.34,83.13
2025-05,México,14,1899,1389,73.19,82.52
2025-05,México,15,1899,1369,72.1,81.94
2025-05,Ecuador,0,785,785,100.0,100.0
2025-05,Ecuador,1,785,744,94.84,95.7
2025-05,Ecuador,2,785,724,92.31,93.99
2025-05,Ecuador,3,785,712,90.73,93.21
2025-05,Ecuador,4,785,700,89.22,92.47
2025-05,Ecuador,5,785,688,87.76,91.76
2025-05,Ecuador,6,785,677,86.37,91.08
2025-05,Ecuador,7,785,667,85.02,90.44
2025-05,Ecuador,8,785,657,83.73,89.83
2025-05,Ecuador,9,785,647,82.49,89.25
2025-05,Ecuador,10,785,638,81.3,88.7
2025-05,Ecuador,11,785,629,80.16,88.18
2025-05,Ecuador,12,785,620,79.06,87.69
2025-05,Ecuador,13,785,612,78.01,87.24
2025-05,Ecuador,14,785,604,77.0,86.81
2025-05,Ecuador,15,785,596,76.03,86.41
2025-05,Perú,0,589,589,100.0,100.0
2025-05,Perú,1,589,557,94.61,95.47
2025-05,Perú,2,589,541,91.97,93.64
2025-05,Perú,3,589,532,90.33,92.79
2025-05,Perú,4,589,522,88.75,91.98
2025-05,Perú,5,589,513,87.24,91.21
2025-05,Perú,6,589,505,85.79,90.47
2025-05,Perú,7,589,497,84.39,89.77
2025-05,Perú,8,589,489,83.06,89.1
2025-05,Perú,9,589,481,81.77,88.47
2025-05,Perú,10,589,474,80.54,87.87
2025-05,Perú,11,589,467,79.35,87.3
2025-05,Perú,12,589,460,78.22,86.76
2025-05,Perú,13,589,454,77.13,86.25
2025-05,Perú,14,589,448,76.09,85.78
2025-05,Perú,15,589,442,75.09,85.34
2025-05,Uruguay,0,327,327,100.0,100.0
2025-05,Uruguay,1,327,313,95.91,96.78
2025-05,Uruguay,2,327,306,93.88,95.59
2025-05,Uruguay,3,327,302,92.61,95.14
2025-05,Uruguay,4,327,298,91.39,94.72
2025-05,Uruguay,5,327,294,90.21,94.31
2025-05,Uruguay,6,327,291,89.07,93.94
2025-05,Uruguay,7,327,287,87.97,93.58
2025-05,Uruguay,8,327,284,86.92,93.24
2025-05,Uruguay,9,327,280,85.9,92.93
2025-05,Uruguay,10,327,277,84.91,92.64
2025-05,Uruguay,11,327,274,83.97,92.37
2025-05,Uruguay,12,327,271,83.06,92.13
2025-05,Uruguay,13,327,268,82.18,91.9
2025-05,Uruguay,14,327,265,81.34,91.7
2025-05,Uruguay,15,327,263,80.53,91.52
2025-05,Chile,0,261,261,100.0,100.0
2025-05,Chile,1,261,243,93.36,94.21
2025-05,Chile,2,261,235,90.15,91.79
2025-05,Chile,3,261,230,88.17,90.58
2025-05,Chile,4,261,225,86.28,89.42
2025-05,Chile,5,261,220,84.47,88.32
2025-05,Chile,6,261,215,82.74,87.26
2025-05,Chile,7,261,211,81.09,86.25
2025-05,Chile,8,261,207,79.5,85.29
2025-05,Chile,9,261,203,77.99,84.37
2025-05,Chile,10,261,199,76.54,83.5
2025-05,Chile,11,261,196,75.15,82.68
2025-05,Chile,12,261,192,73.83,81.89
2025-05,Chile,13,261,189,72.57,81.15
2025-05,Chile,14,261,186,71.36,80.45
2025-05,Chile,15,261,183,70.2,79.79
2025-06,Colombia,0,2901,2901,100.0,100.0
2025-06,Colombia,1,2901,2763,95.24,96.11
2025-06,Colombia,2,2901,2695,92.9,94.59
2025-06,Colombia,3,2901,2652,91.44,93.94
2025-06,Colombia,4,2901,2611,90.04,93.31
2025-06,Colombia,5,2901,2572,88.68,92.72
2025-06,Colombia,6,2901,2534,87.38,92.15
2025-06,Colombia,7,2901,2498,86.13,91.62
2025-06,Colombia,8,2901,2463,84.92,91.11
2025-06,Colombia,9,2901,2430,83.77,90.63
2025-06,Colombia,10,2901,2397,82.65,90.17
2025-06,Colombia,11,2901,2366,81.58,89.75
2025-06,Colombia,12,2901,2336,80.55,89.35
2025-06,Colombia,13,2901,2308,79.56,88.98
2025-06,Colombia,14,2901,2280,78.62,88.63
2025-06,México,0,2052,2052,100.0,100.0
2025-06,México,1,2052,1925,93.85,94.71
2025-06,México,2,2052,1864,90.87,92.52
2025-06,México,3,2052,1826,89.02,91.45
2025-06,México,4,2052,1790,87.25,90.43
2025-06,México,5,2052,1755,85.56,89.45
2025-06,México,6,2052,1722,83.94,88.52
2025-06,México,7,2052,1690,82.38,87.63
2025-06,México,8,2052,1659,80.89,86.78
2025-06,México,9,2052,1630,79.46,85.97
2025-06,México,10,2052,1602,78.1,85.2
2025-06,México,11,2052,1575,76.79,84.48
2025-06,México,12,2052,1550,75.54,83.79
2025-06,México,13,2052,1525,74.34,83.13
2025-06,México,14,2052,1501,73.19,82.52
2025-06,Ecuador,0,849,849,100.0,100.0
2025-06,Ecuador,1,849,805,94.84,95.7
2025-06,Ecuador,2,849,783,92.31,93.99
2025-06,Ecuador,3,849,770,90.73,93.21
2025-06,Ecuador,4,849,757,89.22,92.47
2025-06,Ecuador,5,849,745,87.76,91.76
2025-06,Ecuador,6,849,733,86.37,91.08
2025-06,Ecuador,7,849,721,85.02,90.44
2025-06,Ecuador,8,849,710,83.73,89.83
2025-06,Ecuador,9,849,700,82.49,89.25
2025-06,Ecuador,10,849,690,81.3,88.7
2025-06,Ecuador,11,849,680,80.16,88.18
2025-06,Ecuador,12,849,671,79.06,87.69
2025-06,Ecuador,13,849,662,78.01,87.24
2025-06,Ecuador,14,849,653,77.0,86.81
2025-06,Perú,0,636,636,100.0,100.0
2025-06,Perú,1,636,601,94.61,95.47
2025-06,Perú,2,636,584,91.97,93.64
2025-06,Perú,3,636,574,90.33,92.79
2025-06,Perú,4,636,564,88.75,91.98
2025-06,Perú,5,636,554,87.24,91.21
2025-06,Perú,6,636,545,85.79,90.47
2025-06,Perú,7,636,536,84.39,89.77
2025-06,Perú,8,636,528,83.06,89.1
2025-06,Perú,9,636,520,81.77,88.47
2025-06,Perú,10,636,512,80.54,87.87
2025-06,Perú,11,636,504,79.35,87.3
2025-06,Perú,12,636,497,78.22,86.76
2025-06,Perú,13,636,490,77.13,86.25
2025-06,Perú,14,636,483,76.09,85.78
2025-06,Uruguay,0,353,353,100.0,100.0
2025-06,Uruguay,1,353,338,95.91,96.78
2025-06,Uruguay,2,353,331,93.88,95.59
2025-06,Uruguay,3,353,326,92.61,95.14
2025-06,Uruguay,4,353,322,91.39,94.72
2025-06,Uruguay,5,353,318,90.21,94.31
2025-06,Uruguay,6,353,314,89.07,93.94
2025-06,Uruguay,7,353,310,87.97,93.58
2025-06,Uruguay,8,353,306,86.92,93.24
2025-06,Uruguay,9,353,303,85.9,92.93
2025-06,Uruguay,10,353,299,84.91,92.64
