fecha,mes,uptime_pct,latencia_p50_ms,latencia_p95_ms,peticiones_millones,errores_5xx,incidentes
2025-12-23,2025-12,100.0,135,519,30.1,1258,0
2025-12-24,2025-12,100.0,119,548,37.3,1253,0
2025-12-25,2025-12,100.0,139,454,31.55,1733,0
2025-12-26,2025-12,100.0,137,550,33.71,425,0
2025-12-27,2025-12,100.0,134,456,29.73,1527,0
2025-12-28,2025-12,100.0,167,726,57.15,1960,0
2025-12-29,2025-12,100.0,202,724,58.43,1832,0
2025-12-30,2025-12,100.0,168,741,57.76,1329,0
2025-12-31,2025-12,100.0,146,707,55.49,1639,0
2026-01-01,2026-01,100.0,166,603,48.01,1682,0
2026-01-02,2026-01,100.0,151,614,46.81,1783,0
2026-01-03,2026-01,100.0,139,639,41.94,1700,0
2026-01-04,2026-01,100.0,131,775,47.8,2037,0
2026-01-05,2026-01,100.0,170,613,44.01,1708,0
2026-01-06,2026-01,100.0,159,659,43.58,1162,0
2026-01-07,2026-01,100.0,143,590,43.91,1056,0
2026-01-08,2026-01,100.0,132,672,43.48,1744,0
2026-01-09,2026-01,100.0,160,698,45.48,841,0
2026-01-10,2026-01,100.0,163,672,34.98,1964,0
2026-01-11,2026-01,100.0,135,518,49.82,1673,0
2026-01-12,2026-01,100.0,161,726,46.61,1197,0
2026-01-13,2026-01,100.0,154,637,44.09,1001,0
2026-01-14,2026-01,100.0,147,582,44.0,1165,0
2026-01-15,2026-01,100.0,167,626,44.05,1907,0
2026-01-16,2026-01,100.0,148,625,44.21,1496,0
2026-01-17,2026-01,100.0,173,625,45.03,1604,0
2026-01-18,2026-01,100.0,125,609,47.46,1343,0
2026-01-19,2026-01,100.0,148,482,39.97,1333,0
2026-01-20,2026-01,100.0,127,683,46.36,1620,0
2026-01-21,2026-01,100.0,139,624,47.83,2228,0
2026-01-22,2026-01,100.0,140,606,52.89,2544,0
2026-01-23,2026-01,100.0,166,700,47.7,1840,0
2026-01-24,2026-01,100.0,153,620,47.07,2073,0
2026-01-25,2026-01,100.0,178,591,39.58,1252,0
2026-01-26,2026-01,100.0,162,734,48.15,2136,0
2026-01-27,2026-01,100.0,157,621,47.88,1455,0
2026-01-28,2026-01,100.0,181,829,78.92,2784,0
2026-01-29,2026-01,100.0,205,959,88.34,2572,0
2026-01-30,2026-01,100.0,215,929,89.48,2599,0
2026-01-31,2026-01,100.0,215,1006,77.27,2507,0
2026-02-01,2026-02,100.0,144,604,40.83,1204,0
2026-02-02,2026-02,100.0,171,683,37.88,1098,0
2026-02-03,2026-02,100.0,170,648,39.2,1510,0
2026-02-04,2026-02,100.0,148,707,48.61,1213,0
2026-02-05,2026-02,100.0,121,567,41.94,1714,0
2026-02-06,2026-02,100.0,168,541,41.88,1407,0
2026-02-07,2026-02,100.0,165,653,35.57,869,0
2026-02-08,2026-02,100.0,158,618,47.11,2041,0
2026-02-09,2026-02,100.0,150,591,42.28,1278,0
2026-02-10,2026-02,100.0,153,662,39.9,1471,0
2026-02-11,2026-02,100.0,149,570,45.2,1417,0
2026-02-12,2026-02,99.8198,160,617,40.16,1579,1
2026-02-13,2026-02,100.0,137,569,42.83,2049,0
2026-02-14,2026-02,100.0,131,647,38.54,902,0
2026-02-15,2026-02,100.0,162,762,44.03,1169,0
2026-02-16,2026-02,100.0,120,718,41.01,607,0
2026-02-17,2026-02,100.0,152,779,45.72,1551,0
2026-02-18,2026-02,100.0,168,579,47.86,1683,0
2026-02-19,2026-02,100.0,154,620,41.74,1226,0
2026-02-20,2026-02,100.0,160,652,41.87,1748,0
2026-02-21,2026-02,100.0,134,683,42.18,1529,0
2026-02-22,2026-02,100.0,146,689,44.53,1633,0
2026-02-23,2026-02,100.0,140,698,42.85,1234,0
2026-02-24,2026-02,100.0,163,621,44.2,768,0
2026-02-25,2026-02,100.0,146,560,42.45,1450,0
2026-02-26,2026-02,100.0,144,587,42.32,1468,0
2026-02-27,2026-02,100.0,120,451,37.91,1907,0
2026-02-28,2026-02,100.0,208,838,77.16,2590,0
2026-03-01,2026-03,100.0,170,744,48.47,1878,0
2026-03-02,2026-03,99.4703,151,713,60.48,2099,1
2026-03-03,2026-03,100.0,175,829,54.5,1072,0
2026-03-04,2026-03,100.0,170,823,54.01,2038,0
2026-03-05,2026-03,100.0,183,665,62.17,2753,0
2026-03-06,2026-03,100.0,162,716,51.54,2081,0
2026-03-07,2026-03,100.0,178,778,58.05,1855,0
2026-03-08,2026-03,100.0,164,824,56.4,2134,0
2026-03-09,2026-03,99.4674,152,775,58.27,1949,1
2026-03-10,2026-03,100.0,160,762,56.22,2673,0
2026-03-11,2026-03,100.0,152,733,66.6,2035,0
2026-03-12,2026-03,99.4632,169,800,58.25,1739,1
2026-03-13,2026-03,100.0,163,715,50.22,2038,0
2026-03-14,2026-03,100.0,181,778,61.97,1885,0
2026-03-15,2026-03,100.0,148,805,59.7,1735,0
2026-03-16,2026-03,100.0,172,693,57.39,2117,0
2026-03-17,2026-03,100.0,187,742,63.38,1480,0
2026-03-18,2026-03,100.0,159,758,49.75,1542,0
2026-03-19,2026-03,100.0,177,766,56.66,1767,0
2026-03-20,2026-03,100.0,165,783,64.19,1303,0
2026-03-21,2026-03,100.0,166,619,60.08,1905,0
2026-03-22,2026-03,100.0,157,695,57.48,2230,0
2026-03-23,2026-03,100.0,179,734,48.86,1395,0
2026-03-24,2026-03,100.0,172,642,54.6,1973,0
2026-03-25,2026-03,100.0,166,818,59.34,1970,0
2026-03-26,2026-03,100.0,176,701,54.7,1683,0
2026-03-27,2026-03,100.0,151,715,55.03,1993,0
2026-03-28,2026-03,100.0,210,1033,109.86,2912,0
2026-03-29,2026-03,99.0657,212,1006,97.87,3246,1
2026-03-30,2026-03,100.0,211,1031,87.72,3705,0
2026-03-31,2026-03,99.2324,265,1200,99.28,2739,1
2026-04-01,2026-04,100.0,172,795,62.59,2605,0
2026-04-02,2026-04,100.0,171,837,70.0,2058,0
2026-04-03,2026-04,100.0,166,859,66.15,2718,0
2026-04-04,2026-04,100.0,169,844,71.61,1828,0
2026-04-05,2026-04,100.0,182,837,70.55,2371,0
2026-04-06,2026-04,100.0,185,940,66.68,2177,0
2026-04-07,2026-04,100.0,180,794,69.36,2945,0
2026-04-08,2026-04,100.0,164,852,70.51,2300,0
2026-04-09,2026-04,100.0,166,810,71.58,2243,0
2026-04-10,2026-04,100.0,181,770,70.05,2444,0
2026-04-11,2026-04,100.0,174,866,66.11,2620,0
2026-04-12,2026-04,100.0,172,884,61.68,2243,0
2026-04-13,2026-04,100.0,164,756,70.95,1935,0
2026-04-14,2026-04,99.6984,189,662,72.64,2595,1
2026-04-15,2026-04,100.0,172,882,67.23,2920,0
2026-04-16,2026-04,100.0,185,836,71.65,2089,0
2026-04-17,2026-04,100.0,172,837,67.18,2947,0
2026-04-18,2026-04,99.7363,168,903,74.85,2661,1
2026-04-19,2026-04,100.0,183,971,70.3,2055,0
2026-04-20,2026-04,100.0,168,860,69.5,2139,0
2026-04-21,2026-04,100.0,186,860,67.35,2117,0
2026-04-22,2026-04,100.0,179,859,70.98,2426,0
2026-04-23,2026-04,100.0,171,829,66.14,2546,0
2026-04-24,2026-04,100.0,177,765,64.89,2187,0
2026-04-25,2026-04,100.0,181,935,64.73,2815,0
2026-04-26,2026-04,100.0,143,802,69.78,1631,0
2026-04-27,2026-04,100.0,190,913,66.79,3068,0
2026-04-28,2026-04,100.0,217,1190,133.78,4370,0
2026-04-29,2026-04,99.3275,253,1284,130.47,3557,1
2026-04-30,2026-04,100.0,250,1262,116.73,3527,0
2026-05-01,2026-05,100.0,156,734,66.31,1295,0
2026-05-02,2026-05,100.0,169,704,64.69,1909,0
2026-05-03,2026-05,100.0,167,788,66.41,2360,0
2026-05-04,2026-05,98.5942,167,730,59.23,2270,1
2026-05-05,2026-05,100.0,163,811,73.19,2427,0
2026-05-06,2026-05,100.0,193,766,64.7,1407,0
2026-05-07,2026-05,100.0,170,789,66.95,2052,0
2026-05-08,2026-05,100.0,180,841,63.84,2347,0
2026-05-09,2026-05,100.0,175,889,64.96,1847,0
2026-05-10,2026-05,99.5931,178,715,64.75,2210,1
2026-05-11,2026-05,99.6208,179,806,63.26,1731,1
2026-05-12,2026-05,100.0,165,856,62.44,2313,0
2026-05-13,2026-05,100.0,181,849,69.97,2125,0
2026-05-14,2026-05,100.0,173,733,60.21,2479,0
2026-05-15,2026-05,100.0,172,845,60.35,1823,0
2026-05-16,2026-05,100.0,159,756,62.41,1806,0
2026-05-17,2026-05,100.0,177,913,59.54,2095,0
2026-05-18,2026-05,100.0,180,770,63.06,1563,0
2026-05-19,2026-05,100.0,165,755,65.81,2370,0
2026-05-20,2026-05,100.0,166,777,59.83,2711,0
2026-05-21,2026-05,100.0,190,796,65.3,1614,0
2026-05-22,2026-05,100.0,144,827,65.64,2539,0
2026-05-23,2026-05,100.0,170,805,62.16,2141,0
2026-05-24,2026-05,100.0,189,715,60.53,1884,0
2026-05-25,2026-05,100.0,167,729,59.66,1747,0
2026-05-26,2026-05,100.0,156,764,76.41,2480,0
2026-05-27,2026-05,100.0,151,788,72.33,2231,0
2026-05-28,2026-05,100.0,185,1241,95.45,3391,0
2026-05-29,2026-05,100.0,225,1193,98.07,3490,0
2026-05-30,2026-05,100.0,204,1129,118.84,3434,0
2026-05-31,2026-05,100.0,236,1108,92.07,3354,0
2026-06-01,2026-06,100.0,184,618,46.16,2256,0
2026-06-02,2026-06,99.1054,169,522,46.85,1228,1
2026-06-03,2026-06,100.0,141,694,40.22,2097,0
2026-06-04,2026-06,100.0,145,721,46.84,2241,0
2026-06-05,2026-06,100.0,175,580,48.42,1093,0
2026-06-06,2026-06,100.0,145,619,43.69,1481,0
2026-06-07,2026-06,100.0,181,722,46.75,1152,0
2026-06-08,2026-06,100.0,135,682,47.8,1597,0
2026-06-09,2026-06,100.0,155,705,52.63,1714,0
2026-06-10,2026-06,100.0,160,681,40.83,993,0
2026-06-11,2026-06,100.0,152,787,48.65,1705,0
2026-06-12,2026-06,100.0,192,692,52.96,1986,0
2026-06-13,2026-06,100.0,164,578,37.3,2082,0
2026-06-14,2026-06,100.0,158,651,36.55,1574,0
2026-06-15,2026-06,100.0,163,658,46.21,1751,0
2026-06-16,2026-06,100.0,110,684,48.24,1385,0
2026-06-17,2026-06,100.0,122,606,42.85,1258,0
2026-06-18,2026-06,100.0,175,670,42.63,1863,0
2026-06-19,2026-06,100.0,170,661,46.6,1539,0
2026-06-20,2026-06,100.0,134,755,50.09,1498,0
2026-06-21,2026-06,100.0,153,598,49.5,1622,0
2026-06-22,2026-06,100.0,141,728,48.23,850,0
2026-06-23,2026-06,100.0,162,685,42.43,1821,0
2026-06-24,2026-06,100.0,147,591,46.83,1650,0
2026-06-25,2026-06,100.0,147,681,33.84,1964,0
2026-06-26,2026-06,100.0,157,685,43.33,1200,0
2026-06-27,2026-06,100.0,164,699,37.81,1566,0
2026-06-28,2026-06,100.0,187,875,92.07,3248,0
2026-06-29,2026-06,100.0,205,953,87.55,2833,0
2026-06-30,2026-06,100.0,192,863,85.12,2192,0
2026-07-01,2026-07,100.0,160,648,43.47,1680,0
2026-07-02,2026-07,100.0,153,625,52.27,1775,0
2026-07-03,2026-07,100.0,146,656,42.1,1191,0
2026-07-04,2026-07,100.0,170,817,43.0,1247,0
2026-07-05,2026-07,100.0,159,639,50.97,1576,0
2026-07-06,2026-07,100.0,145,704,46.72,1555,0
2026-07-07,2026-07,100.0,166,661,47.87,2176,0
2026-07-08,2026-07,100.0,159,622,46.39,1649,0
2026-07-09,2026-07,100.0,175,665,37.95,1435,0
2026-07-10,2026-07,100.0,137,612,40.13,1455,0
2026-07-11,2026-07,100.0,158,650,43.19,1019,0
2026-07-12,2026-07,100.0,155,521,40.1,1555,0
2026-07-13,2026-07,100.0,176,666,45.26,2038,0
2026-07-14,2026-07,100.0,168,675,45.32,1503,0
2026-07-15,2026-07,100.0,160,643,47.76,1683,0
2026-07-16,2026-07,100.0,134,604,43.83,1783,0
2026-07-17,2026-07,100.0,168,673,54.97,1692,0
2026-07-18,2026-07,100.0,192,681,43.5,952,0
2026-07-19,2026-07,100.0,149,659,47.71,1851,0
2026-07-20,2026-07,100.0,160,602,43.47,964,0
2026-07-21,2026-07,100.0,165,661,43.61,2087,0
2026-07-22,2026-07,100.0,150,573,45.84,2077,0
2026-07-23,2026-07,100.0,143,731,47.66,1015,0
2026-07-24,2026-07,100.0,158,628,38.94,1856,0
2026-07-25,2026-07,100.0,141,654,43.04,1404,0
2026-07-26,2026-07,100.0,160,565,47.9,1788,0
2026-07-27,2026-07,99.3403,153,714,45.93,1901,1
2026-07-28,2026-07,100.0,183,932,72.27,2233,0
2026-07-29,2026-07,100.0,177,889,73.65,2622,0
2026-07-30,2026-07,100.0,196,882,77.59,2832,0
2026-07-31,2026-07,100.0,182,865,75.39,2567,0
2026-08-01,2026-08,100.0,187,736,50.5,1554,0
2026-08-02,2026-08,100.0,152,701,53.19,1056,0
2026-08-03,2026-08,100.0,180,761,46.6,2050,0
2026-08-04,2026-08,100.0,149,697,64.09,1829,0
2026-08-05,2026-08,100.0,164,641,59.9,2357,0
2026-08-06,2026-08,100.0,172,784,55.43,1810,0
2026-08-07,2026-08,99.5534,196,864,48.36,2555,1
2026-08-08,2026-08,100.0,131,768,50.04,1849,0
2026-08-09,2026-08,100.0,148,698,47.94,1691,0
2026-08-10,2026-08,100.0,172,730,53.79,1392,0
2026-08-11,2026-08,100.0,159,705,51.05,2103,0
2026-08-12,2026-08,100.0,141,822,54.57,1913,0
2026-08-13,2026-08,100.0,165,796,52.61,1601,0
2026-08-14,2026-08,100.0,168,726,60.84,1698,0
2026-08-15,2026-08,100.0,161,647,50.0,2973,0
2026-08-16,2026-08,100.0,137,683,57.8,2099,0
2026-08-17,2026-08,100.0,142,717,53.54,2022,0
2026-08-18,2026-08,100.0,171,642,55.51,1784,0
2026-08-19,2026-08,100.0,166,637,57.92,1428,0
2026-08-20,2026-08,100.0,156,755,55.02,2481,0
2026-08-21,2026-08,99.811,145,765,61.39,1991,1
2026-08-22,2026-08,100.0,183,644,51.5,1205,0
2026-08-23,2026-08,100.0,173,805,48.36,2043,0
2026-08-24,2026-08,100.0,168,611,52.14,1535,0
2026-08-25,2026-08,99.5439,170,665,60.03,1904,1
2026-08-26,2026-08,99.2079,148,570,59.58,1756,1
2026-08-27,2026-08,100.0,158,714,44.57,2072,0
2026-08-28,2026-08,100.0,194,1046,90.03,3352,0
2026-08-29,2026-08,98.4612,197,1021,97.4,3141,1
2026-08-30,2026-08,100.0,208,945,90.36,3402,0
2026-08-31,2026-08,100.0,202,1017,86.09,3197,0
