mes,pais,plan,mrr_inicial_usd,nuevo_usd,expansion_usd,reactivacion_usd,contraccion_usd,churn_usd,mrr_final_usd,clientes_inicial,clientes_nuevos,clientes_baja,clientes_final
2025-05,México,Profesional Independiente,994693.83,32295.07,8560.91,1123.46,-2579.85,-23599.89,1010493.53,22792,883,541,23135
2025-05,México,Emprendedor,1129513.29,26175.62,9941.08,837.8,-1676.96,-17576.31,1147214.52,19732,544,307,19969
2025-05,México,Premium,642064.97,15642.53,4392.09,347.71,-1889.23,-7319.48,653238.6,10195,294,116,10373
2025-05,México,Corporativo,367190.71,6429.38,2742.4,99.03,-655.74,-2080.99,373724.8,3113,64,18,3159
2025-05,México,Siigo POS,211736.65,6258.49,1702.31,213.95,-334.9,-4492.28,215084.22,7923,279,168,8034
2025-05,México,POS Gastrobar,135131.6,4500.83,1547.21,166.16,-227.66,-3477.5,137640.63,3820,152,98,3873
2025-06,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,8604,245,121,8727
2025-06,México,Profesional Independiente,1010493.53,30528.89,7578.88,1049.17,-1726.51,-22044.21,1025879.75,23135,834,505,23464
2025-06,México,Emprendedor,1147214.52,27147.67,11971.74,887.65,-1706.11,-18592.04,1166923.43,19969,561,324,20207
2025-06,México,Premium,653238.6,14145.32,8191.38,358.78,-919.43,-7498.46,667516.18,10373,265,119,10518
2025-06,México,Corporativo,373724.8,6581.56,3442.43,106.98,-1425.43,-2248.6,380181.75,3159,65,19,3206
2025-06,México,Siigo POS,215084.22,6659.99,2016.8,222.3,-623.17,-4667.52,218692.62,8034,296,174,8157
2025-06,México,POS Gastrobar,137640.63,4080.82,935.75,144.81,-180.47,-3043.55,139577.99,3873,137,86,3925
2025-07,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,8727,237,113,8851
2025-07,México,Profesional Independiente,1025879.75,30358.09,7704.8,1069.87,-2319.6,-22491.22,1040201.68,23464,830,514,23780
2025-07,México,Emprendedor,1166923.43,28378.67,7770.33,871.73,-1823.48,-18328.55,1183792.12,20207,585,317,20474
2025-07,México,Premium,667516.18,16040.22,6677.73,358.47,-1179.05,-7513.51,681900.04,10518,298,118,10698
2025-07,México,Corporativo,380181.75,6694.26,3270.51,101.22,-1251.62,-2127.73,386868.39,3206,66,18,3254
2025-07,México,Siigo POS,218692.62,6623.33,1614.93,216.01,-628.11,-4544.36,221974.42,8157,295,169,8282
2025-07,México,POS Gastrobar,139577.99,4282.49,1177.57,172.28,-246.93,-3616.6,141346.8,3925,144,102,3968
2025-08,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,8851,267,109,9008
2025-08,México,Profesional Independiente,1040201.68,34229.65,6390.94,1228.57,-1475.45,-25840.9,1054734.49,23780,936,591,24125
2025-08,México,Emprendedor,1183792.12,32763.68,13799.77,875.53,-2107.6,-18321.38,1210802.11,20474,669,317,20826
2025-08,México,Premium,681900.04,13976.18,5190.66,351.71,-1521.52,-7392.91,692504.17,10698,260,116,10841
2025-08,México,Corporativo,386868.39,6594.35,3184.87,106.54,-1301.43,-2240.58,393212.14,3254,65,19,3300
2025-08,México,Siigo POS,221974.42,6208.17,2098.55,218.11,-220.84,-4570.63,225707.79,8282,276,171,8387
2025-08,México,POS Gastrobar,141346.8,4332.58,1453.4,155.81,-442.82,-3269.39,143576.38,3968,145,92,4021
2025-09,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,9008,266,114,9161
2025-09,México,Profesional Independiente,1054734.49,38920.32,12751.94,1264.47,-2122.78,-26454.98,1079093.44,24125,1056,605,24576
2025-09,México,Emprendedor,1210802.11,31176.23,11782.79,950.82,-3109.94,-19950.44,1231651.57,20826,637,343,21120
2025-09,México,Premium,692504.17,16159.67,7861.99,399.04,-1566.5,-8356.79,707001.58,10841,298,131,11009
2025-09,México,Corporativo,393212.14,7462.74,2237.06,105.77,-1487.45,-2230.93,399299.32,3300,74,19,3355
2025-09,México,Siigo POS,225707.79,6156.88,1834.93,208.93,-509.95,-4389.55,229009.03,8387,273,163,8497
2025-09,México,POS Gastrobar,143576.38,4962.88,1256.07,160.05,-188.72,-3357.43,146409.25,4021,165,94,4092
2025-10,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,9161,239,110,9290
2025-10,México,Profesional Independiente,1079093.44,33168.28,8947.46,1127.31,-2941.0,-23691.3,1095704.19,24576,902,540,24938
2025-10,México,Emprendedor,1231651.57,33431.34,13893.36,997.18,-3873.97,-20903.15,1255196.34,21120,680,358,21442
2025-10,México,Premium,707001.58,16306.88,6006.44,369.16,-1075.62,-7747.29,720861.16,11009,299,121,11188
2025-10,México,Corporativo,399299.32,6871.33,4266.88,119.05,-556.58,-2492.68,407507.32,3355,68,21,3402
2025-10,México,Siigo POS,229009.03,6405.29,2018.51,231.6,-341.22,-4858.78,232464.43,8497,284,180,8601
2025-10,México,POS Gastrobar,146409.25,5140.12,1444.29,173.2,-191.21,-3629.13,149346.51,4092,171,101,4162
2025-11,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,9290,207,112,9386
2025-11,México,Profesional Independiente,1095704.19,34386.26,7496.34,1173.76,-3031.61,-24704.17,1111024.78,24938,936,562,25312
2025-11,México,Emprendedor,1255196.34,28665.99,9075.99,980.23,-2476.8,-20606.65,1270835.1,21442,585,352,21674
2025-11,México,Premium,720861.16,15754.01,6003.43,377.76,-1319.76,-7931.6,733745.0,11188,289,123,11353
2025-11,México,Corporativo,407507.32,6875.62,3371.68,112.08,-549.25,-2352.24,414965.21,3402,67,20,3450
2025-11,México,Siigo POS,232464.43,6032.6,2070.04,217.33,-381.91,-4559.68,235842.81,8601,266,169,8698
2025-11,México,POS Gastrobar,149346.51,4551.55,1578.9,173.69,-263.9,-3638.54,151748.22,4162,151,101,4212
2025-12,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,9386,254,133,9506
2025-12,México,Profesional Independiente,1111024.78,37626.99,9690.55,1484.57,-2871.64,-31181.65,1125773.61,25312,1028,710,25629
2025-12,México,Emprendedor,1270835.1,27812.25,11329.98,1152.55,-3938.37,-24215.57,1282975.94,21674,570,413,21831
2025-12,México,Premium,733745.0,14573.64,8289.83,438.58,-2292.95,-9193.25,745560.85,11353,267,142,11479
2025-12,México,Corporativo,414965.21,5620.23,3951.65,134.45,-737.28,-2819.44,421114.82,3450,55,23,3481
2025-12,México,Siigo POS,235842.81,6383.89,2372.12,271.94,-60.02,-5690.95,239119.78,8698,282,210,8770
2025-12,México,POS Gastrobar,151748.22,4597.96,973.04,194.68,-346.42,-4097.18,153070.31,4212,154,114,4252
2026-01,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,9506,399,161,9744
2026-01,México,Profesional Independiente,1125773.61,53824.06,69058.42,2846.83,-3373.41,-34775.49,1213354.02,25629,1414,792,26251
2026-01,México,Emprendedor,1282975.94,51963.38,82745.93,2061.7,-1317.38,-25063.41,1393366.16,21831,1003,426,22408
2026-01,México,Premium,745560.85,22685.11,46528.42,867.0,-1814.97,-10574.59,803251.82,11479,397,163,11713
2026-01,México,Corporativo,421114.82,10859.75,26717.1,255.27,-1040.82,-3110.54,454795.57,3481,101,26,3556
2026-01,México,Siigo POS,239119.78,8897.63,14944.9,500.09,-781.68,-6103.79,256576.93,8770,377,224,8924
2026-01,México,POS Gastrobar,153070.31,7938.79,10011.29,387.81,-323.82,-4715.23,166369.14,4252,252,131,4373
2026-02,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,9744,370,136,9977
2026-02,México,Profesional Independiente,1213354.02,41452.99,11619.61,2314.09,-2981.85,-29705.64,1236053.21,26251,1090,643,26698
2026-02,México,Emprendedor,1393366.16,42452.39,12632.92,1778.06,-2921.67,-22828.08,1424479.78,22408,820,367,22860
2026-02,México,Premium,803251.82,18477.45,7274.34,691.53,-1391.3,-8875.21,819428.62,11713,322,129,11905
2026-02,México,Corporativo,454795.57,9243.62,3007.01,206.67,-1434.52,-2662.73,463155.62,3556,86,21,3621
2026-02,México,Siigo POS,256576.93,8422.54,1468.71,396.38,-616.35,-5107.54,261140.67,8924,355,178,9101
2026-02,México,POS Gastrobar,166369.14,6330.85,637.67,305.97,-415.46,-3950.35,169277.83,4373,202,104,4471
2026-03,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,9977,307,130,10155
2026-03,México,Profesional Independiente,1236053.21,48549.57,11238.85,2290.35,-2450.28,-29401.19,1266280.52,26698,1265,635,27328
2026-03,México,Emprendedor,1424479.78,41630.64,9275.59,1805.94,-4110.5,-23263.26,1449818.19,22860,806,373,23293
2026-03,México,Premium,819428.62,22243.45,5805.68,775.53,-977.63,-9967.52,837308.12,11905,386,145,12147
2026-03,México,Corporativo,463155.62,8844.64,4905.41,215.64,-1058.4,-2764.91,473298.0,3621,82,22,3681
2026-03,México,Siigo POS,261140.67,8026.77,1762.61,455.24,-295.39,-5852.56,265237.34,9101,341,204,9238
2026-03,México,POS Gastrobar,169277.83,5814.53,1409.75,303.42,-419.94,-3899.93,172485.66,4471,186,103,4555
2026-04,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,10155,313,141,10327
2026-04,México,Profesional Independiente,1266280.52,45366.49,11522.59,2412.84,-2975.82,-30984.71,1291621.91,27328,1188,669,27847
2026-04,México,Emprendedor,1449818.19,40485.55,13565.81,1832.36,-1560.88,-23494.65,1480646.38,23293,782,377,23697
2026-04,México,Premium,837308.12,17544.91,5825.41,640.64,-1294.48,-8237.79,851786.82,12147,305,120,12332
2026-04,México,Corporativo,473298.0,8722.75,4214.42,226.96,-1249.92,-2915.95,482296.25,3681,80,23,3738
2026-04,México,Siigo POS,265237.34,7850.88,3187.03,423.79,-699.84,-5428.02,270571.19,9238,331,189,9380
2026-04,México,POS Gastrobar,172485.66,5400.19,1150.39,345.15,-452.22,-4444.23,174484.95,4555,175,117,4612
2026-05,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,10327,253,132,10448
2026-05,México,Profesional Independiente,1291621.91,41784.19,8026.61,1406.46,-2423.33,-29593.85,1310821.98,27847,1076,638,28285
2026-05,México,Emprendedor,1480646.38,37966.56,12980.8,1050.83,-4501.93,-22080.43,1506062.21,23697,721,353,24065
2026-05,México,Premium,851786.82,22060.6,7464.23,498.26,-2112.73,-10463.93,869233.26,12332,377,151,12557
2026-05,México,Corporativo,482296.25,8785.76,4297.51,140.4,-616.82,-2944.56,491958.54,3738,80,23,3795
2026-05,México,Siigo POS,270571.19,7263.64,2017.96,259.99,-429.35,-5462.25,274221.17,9380,301,189,9491
2026-05,México,POS Gastrobar,174484.95,5343.73,747.82,203.87,-533.8,-4302.98,175943.58,4612,170,114,4669
2026-06,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,10448,273,149,10572
2026-06,México,Profesional Independiente,1310821.98,38762.72,11300.81,1387.83,-3737.29,-29160.29,1329375.75,28285,1000,629,28656
2026-06,México,Emprendedor,1506062.21,38226.25,13165.31,1142.78,-4256.52,-24007.98,1530332.05,24065,726,384,24407
2026-06,México,Premium,869233.26,19062.03,6825.33,461.42,-2061.01,-9697.81,883823.21,12557,326,140,12743
2026-06,México,Corporativo,491958.54,8997.81,5577.01,125.97,-1497.87,-2640.16,502521.29,3795,81,20,3856
2026-06,México,Siigo POS,274221.17,6926.51,2412.15,261.87,-725.61,-5500.3,277595.79,9491,287,190,9588
2026-06,México,POS Gastrobar,175943.58,5501.87,1638.83,216.19,-156.23,-4530.54,178613.7,4669,175,120,4723
2026-07,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,10572,302,141,10733
2026-07,México,Profesional Independiente,1329375.75,35556.26,14416.3,1419.28,-1008.29,-29693.72,1350065.59,28656,916,640,28931
2026-07,México,Emprendedor,1530332.05,38082.26,10794.54,1151.78,-3924.74,-24231.45,1552204.45,24407,723,386,24744
2026-07,México,Premium,883823.21,17831.09,8988.98,484.14,-2810.18,-10160.26,898156.98,12743,304,146,12901
2026-07,México,Corporativo,502521.29,7974.02,4068.12,131.98,-642.38,-2770.13,511282.91,3856,72,21,3907
2026-07,México,Siigo POS,277595.79,8032.09,1644.18,287.84,-687.68,-6061.93,280810.3,9588,332,209,9711
2026-07,México,POS Gastrobar,178613.7,5444.78,1479.63,196.06,-386.62,-4118.12,181229.43,4723,172,109,4786
2026-08,México,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,10733,332,140,10925
2026-08,México,Profesional Independiente,1350065.59,48120.74,15042.14,1537.85,-3282.77,-32218.26,1379265.3,28931,1225,690,29465
2026-08,México,Emprendedor,1552204.45,37857.39,12332.93,1129.19,-4535.94,-23743.62,1575244.41,24744,718,379,25083
2026-08,México,Premium,898156.98,19795.6,7986.91,463.47,-1532.07,-9724.4,915146.48,12901,336,140,13096
2026-08,México,Corporativo,511282.91,8895.45,4620.48,141.84,-1090.47,-2976.98,520873.23,3907,80,23,3964
2026-08,México,Siigo POS,280810.3,8245.14,2743.41,258.55,-307.84,-5416.79,286332.77,9711,338,187,9862
2026-08,México,POS Gastrobar,181229.43,5988.46,1101.17,201.65,-291.16,-4242.48,183987.06,4786,189,112,4863
2024-09,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4559,0,0,4559
2024-09,Ecuador,Profesional Independiente,272231.8,0.0,0.0,0.0,0.0,0.0,272231.8,7485,0,0,7485
2024-09,Ecuador,Emprendedor,397874.5,0.0,0.0,0.0,0.0,0.0,397874.5,8348,0,0,8348
2024-09,Ecuador,Premium,267978.26,0.0,0.0,0.0,0.0,0.0,267978.26,5175,0,0,5175
2024-09,Ecuador,Corporativo,173132.32,0.0,0.0,0.0,0.0,0.0,173132.32,1787,0,0,1787
2024-09,Ecuador,Siigo POS,51904.4,0.0,0.0,0.0,0.0,0.0,51904.4,2341,0,0,2341
2024-09,Ecuador,POS Gastrobar,32873.81,0.0,0.0,0.0,0.0,0.0,32873.81,1109,0,0,1109
2024-10,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,4559,116,65,4610
2024-10,Ecuador,Profesional Independiente,272231.8,6321.47,1965.26,290.15,-544.68,-6099.78,274164.22,7485,210,168,7527
2024-10,Ecuador,Emprendedor,397874.5,8069.19,3802.04,278.54,-708.67,-5840.92,403474.69,8348,202,123,8427
2024-10,Ecuador,Premium,267978.26,4617.43,2200.32,137.1,-730.18,-2881.52,271321.41,5175,106,56,5225
2024-10,Ecuador,Corporativo,173132.32,2270.32,1799.14,48.33,-178.93,-1011.96,176059.22,1787,28,10,1804
2024-10,Ecuador,Siigo POS,51904.4,1521.84,411.42,52.04,-55.01,-1092.34,52742.34,2341,82,49,2374
2024-10,Ecuador,POS Gastrobar,32873.81,908.62,293.66,37.4,-72.56,-785.12,33255.81,1109,37,26,1119
2024-11,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,4610,92,63,4638
2024-11,Ecuador,Profesional Independiente,274164.22,7439.22,2435.58,304.96,-830.09,-6407.22,277106.68,7527,245,176,7597
2024-11,Ecuador,Emprendedor,403474.69,8032.29,3585.28,341.09,-611.01,-7155.5,407666.85,8427,201,149,8479
2024-11,Ecuador,Premium,271321.41,4718.9,1448.57,150.28,-156.92,-3160.77,274321.48,5225,108,61,5273
2024-11,Ecuador,Corporativo,176059.22,2295.76,1617.64,49.84,-438.5,-1046.2,178537.76,1804,28,11,1821
2024-11,Ecuador,Siigo POS,52742.34,1251.84,409.63,52.06,-121.03,-1094.2,53240.64,2374,68,49,2392
2024-11,Ecuador,POS Gastrobar,33255.81,891.87,313.35,42.5,-83.01,-891.98,33528.53,1119,36,30,1125
2024-12,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,4638,90,68,4661
2024-12,Ecuador,Profesional Independiente,277106.68,6936.5,2411.7,354.09,-701.31,-7436.89,278670.77,7597,230,204,7623
2024-12,Ecuador,Emprendedor,407666.85,7330.62,2804.19,342.19,-546.64,-7191.59,410405.61,8479,184,150,8514
2024-12,Ecuador,Premium,274321.48,4501.18,3096.27,171.33,-668.01,-3588.86,277833.39,5273,103,69,5307
2024-12,Ecuador,Corporativo,178537.76,2005.3,2134.42,57.87,-217.1,-1209.99,181308.26,1821,24,12,1833
2024-12,Ecuador,Siigo POS,53240.64,1170.94,303.32,59.89,-156.02,-1262.05,53356.71,2392,64,57,2399
2024-12,Ecuador,POS Gastrobar,33528.53,828.34,225.14,44.49,-104.45,-936.84,33585.22,1125,34,31,1128
2025-01,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,4661,135,74,4722
2025-01,Ecuador,Profesional Independiente,278670.77,12746.99,17888.01,716.47,-789.26,-8727.17,300505.8,7623,402,239,7787
2025-01,Ecuador,Emprendedor,410405.61,13164.66,25562.37,695.04,-1021.29,-8478.66,440327.74,8514,315,176,8652
2025-01,Ecuador,Premium,277833.39,7215.02,18204.09,339.99,-374.25,-4130.38,299087.85,5307,157,79,5386
2025-01,Ecuador,Corporativo,181308.26,3504.03,11717.53,119.77,-524.51,-1458.37,194666.7,1833,40,15,1858
2025-01,Ecuador,Siigo POS,53356.71,1825.92,3383.38,116.29,-143.2,-1417.33,57121.77,2399,95,64,2431
2025-01,Ecuador,POS Gastrobar,33585.22,1533.05,2161.92,86.68,-92.95,-1055.59,36218.32,1128,59,35,1152
2025-02,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,4722,108,58,4772
2025-02,Ecuador,Profesional Independiente,300505.8,9292.06,2642.78,587.81,-711.91,-7550.84,304765.71,7787,295,196,7886
2025-02,Ecuador,Emprendedor,440327.74,10519.58,3699.18,497.87,-801.53,-6394.47,447848.36,8652,249,126,8776
2025-02,Ecuador,Premium,299087.85,5390.96,3284.18,250.18,-692.41,-3206.62,304114.14,5386,117,58,5445
2025-02,Ecuador,Corporativo,194666.7,2618.21,1571.96,92.1,-632.61,-1185.0,197131.36,1858,30,11,1876
2025-02,Ecuador,Siigo POS,57121.77,1412.75,500.84,96.55,-145.74,-1240.55,57745.63,2431,74,53,2452
2025-02,Ecuador,POS Gastrobar,36218.32,1212.84,369.04,65.34,-96.51,-838.42,36930.61,1152,47,27,1172
2025-03,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,4772,118,58,4832
2025-03,Ecuador,Profesional Independiente,304765.71,8416.15,2423.27,504.27,-505.27,-6478.51,309125.62,7886,266,168,7984
2025-03,Ecuador,Emprendedor,447848.36,10412.99,3955.88,584.98,-677.56,-7507.81,454616.84,8776,248,147,8877
2025-03,Ecuador,Premium,304114.14,5265.17,3750.18,259.71,-818.18,-3325.54,309245.48,5445,114,60,5499
2025-03,Ecuador,Corporativo,197131.36,2677.74,1742.83,92.12,-179.54,-1181.58,200282.93,1876,30,11,1896
2025-03,Ecuador,Siigo POS,57745.63,1686.19,610.54,87.7,-137.02,-1124.54,58868.49,2452,87,48,2491
2025-03,Ecuador,POS Gastrobar,36930.61,1110.49,361.89,69.35,-63.05,-889.4,37519.89,1172,43,28,1187
2025-04,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,4832,100,57,4875
2025-04,Ecuador,Profesional Independiente,309125.62,7930.34,3205.07,578.86,-471.71,-7418.08,312950.11,7984,252,192,8045
2025-04,Ecuador,Emprendedor,454616.84,8951.51,3576.61,558.3,-1553.03,-7185.83,458964.39,8877,214,140,8951
2025-04,Ecuador,Premium,309245.48,4971.97,2068.58,271.24,-937.86,-3493.9,312125.51,5499,108,62,5544
2025-04,Ecuador,Corporativo,200282.93,2794.8,1662.8,96.73,-241.94,-1241.68,203353.63,1896,32,12,1915
2025-04,Ecuador,Siigo POS,58868.49,1179.99,552.7,89.83,-89.07,-1152.31,59449.63,2491,62,49,2504
2025-04,Ecuador,POS Gastrobar,37519.89,946.08,257.98,65.28,-2.89,-838.31,37948.02,1187,37,27,1197
2025-05,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,4875,105,63,4916
2025-05,Ecuador,Profesional Independiente,312950.11,7572.98,2166.94,353.42,-361.39,-7425.95,315256.12,8045,235,191,8089
2025-05,Ecuador,Emprendedor,458964.39,9710.29,3115.94,342.67,-1746.62,-7220.09,463166.59,8951,227,141,9037
2025-05,Ecuador,Premium,312125.51,5071.96,3184.0,162.34,-1197.62,-3408.94,315937.25,5544,107,61,5591
2025-05,Ecuador,Corporativo,203353.63,2588.1,2411.64,52.68,-254.6,-1101.64,207049.8,1915,29,10,1934
2025-05,Ecuador,Siigo POS,59449.63,1336.48,478.66,55.96,-71.24,-1174.51,60074.98,2504,68,49,2522
2025-05,Ecuador,POS Gastrobar,37948.02,1072.96,377.19,45.99,-81.63,-964.35,38398.17,1197,41,30,1207
2025-06,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,4916,105,65,4957
2025-06,Ecuador,Profesional Independiente,315256.12,7894.37,3361.1,358.54,-752.11,-7514.64,318603.38,8089,244,193,8140
2025-06,Ecuador,Emprendedor,463166.59,9735.33,4388.02,371.54,-940.42,-7793.58,468927.48,9037,227,152,9112
2025-06,Ecuador,Premium,315937.25,5639.59,3126.3,172.61,-723.58,-3620.21,320531.96,5591,119,64,5646
2025-06,Ecuador,Corporativo,207049.8,2567.89,1329.21,54.61,-343.81,-1148.53,209509.17,1934,28,11,1951
2025-06,Ecuador,Siigo POS,60074.98,1315.24,451.36,54.46,-142.05,-1145.06,60608.95,2522,66,48,2541
2025-06,Ecuador,POS Gastrobar,38398.17,1010.11,467.72,45.49,-87.69,-951.92,38881.88,1207,38,30,1215
2025-07,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,4957,119,67,5009
2025-07,Ecuador,Profesional Independiente,318603.38,8845.92,2733.89,372.38,-480.12,-7814.21,322261.25,8140,271,200,8212
2025-07,Ecuador,Emprendedor,468927.48,9451.25,4951.64,378.23,-938.29,-7925.21,474845.09,9112,220,154,9178
2025-07,Ecuador,Premium,320531.96,5215.52,2829.91,182.99,-525.53,-3839.46,324395.39,5646,110,68,5687
2025-07,Ecuador,Corporativo,209509.17,2431.21,1426.27,61.56,-529.38,-1295.35,211603.47,1951,27,12,1966
2025-07,Ecuador,Siigo POS,60608.95,1534.88,676.87,57.47,-130.65,-1203.63,61543.89,2541,77,50,2567
2025-07,Ecuador,POS Gastrobar,38881.88,1109.47,271.23,45.79,-55.15,-962.36,39290.86,1215,42,30,1227
2025-08,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,5009,119,64,5063
2025-08,Ecuador,Profesional Independiente,322261.25,8679.2,3744.09,321.35,-496.66,-6723.18,327786.04,8212,264,171,8304
2025-08,Ecuador,Emprendedor,474845.09,9142.6,4364.59,334.88,-930.13,-7026.08,480730.95,9178,211,136,9253
2025-08,Ecuador,Premium,324395.39,5465.63,2588.21,178.96,-208.68,-3754.39,328665.12,5687,114,66,5736
2025-08,Ecuador,Corporativo,211603.47,2773.88,2624.96,59.93,-449.45,-1253.51,215359.29,1966,30,12,1985
2025-08,Ecuador,Siigo POS,61543.89,1675.09,518.44,60.26,-215.06,-1267.23,62315.4,2567,84,53,2598
2025-08,Ecuador,POS Gastrobar,39290.86,1150.68,337.23,43.53,-65.22,-913.68,39843.41,1227,43,29,1241
2025-09,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,5063,113,68,5108
2025-09,Ecuador,Profesional Independiente,327786.04,9499.43,2618.78,374.34,-803.78,-7867.24,331607.57,8304,289,199,8393
2025-09,Ecuador,Emprendedor,480730.95,9479.95,3630.13,358.11,-521.48,-7519.3,486158.37,9253,218,145,9327
2025-09,Ecuador,Premium,328665.12,6207.33,2661.55,175.15,-492.8,-3677.07,333539.27,5736,128,64,5800
2025-09,Ecuador,Corporativo,215359.29,2623.8,1760.1,55.84,-498.71,-1173.1,218127.21,1985,29,11,2002
2025-09,Ecuador,Siigo POS,62315.4,1438.82,736.43,65.87,-127.67,-1378.57,63050.29,2598,72,57,2612
2025-09,Ecuador,POS Gastrobar,39843.41,1045.09,313.75,45.9,-79.29,-964.28,40204.57,1241,39,30,1251
2025-10,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,5108,118,69,5157
2025-10,Ecuador,Profesional Independiente,331607.57,8656.14,2451.55,365.76,-790.34,-7690.98,334599.7,8393,264,195,8462
2025-10,Ecuador,Emprendedor,486158.37,10690.73,4510.32,386.98,-860.54,-8117.09,492768.77,9327,245,156,9416
2025-10,Ecuador,Premium,333539.27,6901.28,3792.73,187.92,-281.37,-3929.82,340210.01,5800,142,68,5873
2025-10,Ecuador,Corporativo,218127.21,2907.63,1795.07,63.77,-306.06,-1338.45,221249.17,2002,31,12,2021
2025-10,Ecuador,Siigo POS,63050.29,1645.51,512.43,62.73,-150.58,-1318.03,63802.34,2612,82,55,2639
2025-10,Ecuador,POS Gastrobar,40204.57,1161.81,395.63,46.24,-104.48,-970.06,40733.7,1251,43,30,1264
2025-11,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,5157,112,65,5204
2025-11,Ecuador,Profesional Independiente,334599.7,8767.82,2677.0,393.02,-611.26,-8254.58,337571.68,8462,267,209,8520
2025-11,Ecuador,Emprendedor,492768.77,8871.5,4248.31,376.03,-1221.66,-7898.11,497144.84,9416,204,151,9469
2025-11,Ecuador,Premium,340210.01,5759.68,2957.91,187.78,-415.49,-3938.94,344760.95,5873,118,68,5924
2025-11,Ecuador,Corporativo,221249.17,2812.39,2124.23,63.78,-555.6,-1338.33,224355.64,2021,30,12,2039
2025-11,Ecuador,Siigo POS,63802.34,1531.78,806.95,60.61,-83.54,-1266.41,64851.72,2639,76,52,2662
2025-11,Ecuador,POS Gastrobar,40733.7,1252.44,425.64,49.33,-60.59,-1033.26,41367.25,1264,46,32,1278
2025-12,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,5204,115,82,5238
2025-12,Ecuador,Profesional Independiente,337571.68,8763.54,3520.05,432.98,-691.72,-9074.12,340522.43,8520,267,229,8558
2025-12,Ecuador,Emprendedor,497144.84,9207.95,3935.21,432.39,-410.68,-9073.29,501236.42,9469,211,173,9507
2025-12,Ecuador,Premium,344760.95,5518.58,2790.33,207.76,-806.59,-4365.51,348105.52,5924,114,75,5962
2025-12,Ecuador,Corporativo,224355.64,2428.9,2495.38,75.74,-561.75,-1586.81,227207.09,2039,26,14,2051
2025-12,Ecuador,Siigo POS,64851.72,1422.57,606.36,70.42,-134.84,-1477.32,65338.91,2662,71,61,2672
2025-12,Ecuador,POS Gastrobar,41367.25,1208.87,276.96,54.77,-70.21,-1151.65,41685.99,1278,45,36,1288
2026-01,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,5238,177,85,5330
2026-01,Ecuador,Profesional Independiente,340522.43,13209.5,22357.66,837.63,-873.13,-10186.42,365867.67,8558,385,256,8687
2026-01,Ecuador,Emprendedor,501236.42,15502.41,32071.25,860.02,-949.74,-10468.51,538251.86,9507,339,199,9648
2026-01,Ecuador,Premium,348105.52,9447.08,22181.9,428.18,-833.26,-5215.79,374113.64,5962,185,89,6058
2026-01,Ecuador,Corporativo,227207.09,4434.69,14795.06,158.05,-631.74,-1923.4,244039.76,2051,45,17,2079
