mes,pais,funcionalidad,es_ia,clientes_base,clientes_usando,adopcion_pct
2025-03,Perú,API pública,False,20462,39,0.19
2025-03,Perú,Conciliación bancaria IA,True,20462,41,0.2
2025-03,Perú,Captura de facturas por IA,True,20462,41,0.2
2025-03,Perú,Agente IA fiscal,True,20462,39,0.19
2025-03,Uruguay,Facturación electrónica,False,13729,11762,85.68
2025-03,Uruguay,Informes financieros,False,13729,7211,52.53
2025-03,Uruguay,Inventarios,False,13729,5185,37.77
2025-03,Uruguay,Nómina electrónica,False,13729,1008,7.34
2025-03,Uruguay,App móvil,False,13729,1057,7.7
2025-03,Uruguay,Cobranza por WhatsApp,False,13729,26,0.19
2025-03,Uruguay,Siigo Pay,False,13729,28,0.21
2025-03,Uruguay,Centros de costo,False,13729,835,6.09
2025-03,Uruguay,API pública,False,13729,29,0.21
2025-03,Uruguay,Conciliación bancaria IA,True,13729,26,0.19
2025-03,Uruguay,Captura de facturas por IA,True,13729,28,0.21
2025-03,Uruguay,Agente IA fiscal,True,13729,27,0.2
2025-03,Chile,Facturación electrónica,False,5217,3832,73.46
2025-03,Chile,Informes financieros,False,5217,2315,44.39
2025-03,Chile,Inventarios,False,5217,1598,30.64
2025-03,Chile,Nómina electrónica,False,5217,323,6.21
2025-03,Chile,App móvil,False,5217,334,6.42
2025-03,Chile,Cobranza por WhatsApp,False,5217,9,0.19
2025-03,Chile,Siigo Pay,False,5217,10,0.2
2025-03,Chile,Centros de costo,False,5217,275,5.28
2025-03,Chile,API pública,False,5217,10,0.21
2025-03,Chile,Conciliación bancaria IA,True,5217,10,0.2
2025-03,Chile,Captura de facturas por IA,True,5217,9,0.19
2025-03,Chile,Agente IA fiscal,True,5217,10,0.2
2025-04,Colombia,Facturación electrónica,False,111896,104636,93.51
2025-04,Colombia,Informes financieros,False,111896,63027,56.33
2025-04,Colombia,Inventarios,False,111896,44824,40.06
2025-04,Colombia,Nómina electrónica,False,111896,9726,8.69
2025-04,Colombia,App móvil,False,111896,10930,9.77
2025-04,Colombia,Cobranza por WhatsApp,False,111896,233,0.21
2025-04,Colombia,Siigo Pay,False,111896,220,0.2
2025-04,Colombia,Centros de costo,False,111896,7559,6.76
2025-04,Colombia,API pública,False,111896,225,0.2
2025-04,Colombia,Conciliación bancaria IA,True,111896,223,0.2
2025-04,Colombia,Captura de facturas por IA,True,111896,230,0.21
2025-04,Colombia,Agente IA fiscal,True,111896,224,0.2
2025-04,México,Facturación electrónica,False,76075,53531,70.37
2025-04,México,Informes financieros,False,76075,31993,42.06
2025-04,México,Inventarios,False,76075,24595,32.33
2025-04,México,Nómina electrónica,False,76075,5268,6.93
2025-04,México,App móvil,False,76075,5844,7.68
2025-04,México,Cobranza por WhatsApp,False,76075,159,0.21
2025-04,México,Siigo Pay,False,76075,158,0.21
2025-04,México,Centros de costo,False,76075,3951,5.19
2025-04,México,API pública,False,76075,154,0.2
2025-04,México,Conciliación bancaria IA,True,76075,154,0.2
2025-04,México,Captura de facturas por IA,True,76075,150,0.2
2025-04,México,Agente IA fiscal,True,76075,153,0.2
2025-04,Ecuador,Facturación electrónica,False,33031,27535,83.36
2025-04,Ecuador,Informes financieros,False,33031,15982,48.39
2025-04,Ecuador,Inventarios,False,33031,12686,38.41
2025-04,Ecuador,Nómina electrónica,False,33031,2591,7.84
2025-04,Ecuador,App móvil,False,33031,3038,9.2
2025-04,Ecuador,Cobranza por WhatsApp,False,33031,64,0.2
2025-04,Ecuador,Siigo Pay,False,33031,67,0.2
2025-04,Ecuador,Centros de costo,False,33031,1994,6.04
2025-04,Ecuador,API pública,False,33031,67,0.2
2025-04,Ecuador,Conciliación bancaria IA,True,33031,64,0.19
2025-04,Ecuador,Captura de facturas por IA,True,33031,62,0.19
2025-04,Ecuador,Agente IA fiscal,True,33031,69,0.21
2025-04,Perú,Facturación electrónica,False,20721,15416,74.4
2025-04,Perú,Informes financieros,False,20721,10628,51.29
2025-04,Perú,Inventarios,False,20721,7388,35.66
2025-04,Perú,Nómina electrónica,False,20721,1516,7.32
2025-04,Perú,App móvil,False,20721,1786,8.62
2025-04,Perú,Cobranza por WhatsApp,False,20721,42,0.2
2025-04,Perú,Siigo Pay,False,20721,40,0.2
2025-04,Perú,Centros de costo,False,20721,1233,5.95
2025-04,Perú,API pública,False,20721,40,0.19
2025-04,Perú,Conciliación bancaria IA,True,20721,42,0.2
2025-04,Perú,Captura de facturas por IA,True,20721,38,0.19
2025-04,Perú,Agente IA fiscal,True,20721,38,0.19
2025-04,Uruguay,Facturación electrónica,False,13787,12143,88.08
2025-04,Uruguay,Informes financieros,False,13787,7620,55.27
2025-04,Uruguay,Inventarios,False,13787,5550,40.26
2025-04,Uruguay,Nómina electrónica,False,13787,1145,8.31
2025-04,Uruguay,App móvil,False,13787,1324,9.61
2025-04,Uruguay,Cobranza por WhatsApp,False,13787,28,0.21
2025-04,Uruguay,Siigo Pay,False,13787,28,0.21
2025-04,Uruguay,Centros de costo,False,13787,840,6.1
2025-04,Uruguay,API pública,False,13787,27,0.2
2025-04,Uruguay,Conciliación bancaria IA,True,13787,26,0.19
2025-04,Uruguay,Captura de facturas por IA,True,13787,27,0.2
2025-04,Uruguay,Agente IA fiscal,True,13787,26,0.19
2025-04,Chile,Facturación electrónica,False,5376,3963,73.73
2025-04,Chile,Informes financieros,False,5376,2533,47.13
2025-04,Chile,Inventarios,False,5376,1762,32.78
2025-04,Chile,Nómina electrónica,False,5376,386,7.19
2025-04,Chile,App móvil,False,5376,432,8.04
2025-04,Chile,Cobranza por WhatsApp,False,5376,11,0.21
2025-04,Chile,Siigo Pay,False,5376,11,0.21
2025-04,Chile,Centros de costo,False,5376,282,5.25
2025-04,Chile,API pública,False,5376,10,0.19
2025-04,Chile,Conciliación bancaria IA,True,5376,10,0.2
2025-04,Chile,Captura de facturas por IA,True,5376,10,0.2
2025-04,Chile,Agente IA fiscal,True,5376,9,0.19
2025-05,Colombia,Facturación electrónica,False,112592,100770,89.5
2025-05,Colombia,Informes financieros,False,112592,63850,56.71
2025-05,Colombia,Inventarios,False,112592,45992,40.85
2025-05,Colombia,Nómina electrónica,False,112592,11608,10.31
2025-05,Colombia,App móvil,False,112592,13339,11.85
2025-05,Colombia,Cobranza por WhatsApp,False,112592,226,0.2
2025-05,Colombia,Siigo Pay,False,112592,226,0.2
2025-05,Colombia,Centros de costo,False,112592,8084,7.18
2025-05,Colombia,API pública,False,112592,227,0.2
2025-05,Colombia,Conciliación bancaria IA,True,112592,220,0.2
2025-05,Colombia,Captura de facturas por IA,True,112592,224,0.2
2025-05,Colombia,Agente IA fiscal,True,112592,216,0.19
2025-05,México,Facturación electrónica,False,77147,55141,71.48
2025-05,México,Informes financieros,False,77147,34202,44.33
2025-05,México,Inventarios,False,77147,25986,33.68
2025-05,México,Nómina electrónica,False,77147,6244,8.09
2025-05,México,App móvil,False,77147,7244,9.39
2025-05,México,Cobranza por WhatsApp,False,77147,154,0.2
2025-05,México,Siigo Pay,False,77147,157,0.2
2025-05,México,Centros de costo,False,77147,4335,5.62
2025-05,México,API pública,False,77147,154,0.2
2025-05,México,Conciliación bancaria IA,True,77147,157,0.2
2025-05,México,Captura de facturas por IA,True,77147,158,0.2
2025-05,México,Agente IA fiscal,True,77147,152,0.2
2025-05,Ecuador,Facturación electrónica,False,33296,27511,82.63
2025-05,Ecuador,Informes financieros,False,33296,18264,54.86
2025-05,Ecuador,Inventarios,False,33296,12629,37.93
2025-05,Ecuador,Nómina electrónica,False,33296,3122,9.38
2025-05,Ecuador,App móvil,False,33296,3655,10.98
2025-05,Ecuador,Cobranza por WhatsApp,False,33296,63,0.19
2025-05,Ecuador,Siigo Pay,False,33296,64,0.19
2025-05,Ecuador,Centros de costo,False,33296,2208,6.63
2025-05,Ecuador,API pública,False,33296,63,0.19
2025-05,Ecuador,Conciliación bancaria IA,True,33296,64,0.19
2025-05,Ecuador,Captura de facturas por IA,True,33296,66,0.2
2025-05,Ecuador,Agente IA fiscal,True,33296,64,0.19
2025-05,Perú,Facturación electrónica,False,20942,16008,76.44
2025-05,Perú,Informes financieros,False,20942,10882,51.97
2025-05,Perú,Inventarios,False,20942,7690,36.72
2025-05,Perú,Nómina electrónica,False,20942,1880,8.98
2025-05,Perú,App móvil,False,20942,2212,10.57
2025-05,Perú,Cobranza por WhatsApp,False,20942,42,0.2
2025-05,Perú,Siigo Pay,False,20942,39,0.19
2025-05,Perú,Centros de costo,False,20942,1253,5.99
2025-05,Perú,API pública,False,20942,40,0.19
2025-05,Perú,Conciliación bancaria IA,True,20942,42,0.2
2025-05,Perú,Captura de facturas por IA,True,20942,43,0.21
2025-05,Perú,Agente IA fiscal,True,20942,40,0.19
2025-05,Uruguay,Facturación electrónica,False,13855,11525,83.19
2025-05,Uruguay,Informes financieros,False,13855,7827,56.49
2025-05,Uruguay,Inventarios,False,13855,5265,38.01
2025-05,Uruguay,Nómina electrónica,False,13855,1411,10.18
2025-05,Uruguay,App móvil,False,13855,1573,11.36
2025-05,Uruguay,Cobranza por WhatsApp,False,13855,28,0.21
2025-05,Uruguay,Siigo Pay,False,13855,27,0.2
2025-05,Uruguay,Centros de costo,False,13855,978,7.06
2025-05,Uruguay,API pública,False,13855,28,0.2
2025-05,Uruguay,Conciliación bancaria IA,True,13855,26,0.19
2025-05,Uruguay,Captura de facturas por IA,True,13855,26,0.19
2025-05,Uruguay,Agente IA fiscal,True,13855,28,0.2
2025-05,Chile,Facturación electrónica,False,5521,4135,74.91
2025-05,Chile,Informes financieros,False,5521,2538,45.98
2025-05,Chile,Inventarios,False,5521,1910,34.61
2025-05,Chile,Nómina electrónica,False,5521,485,8.79
2025-05,Chile,App móvil,False,5521,540,9.78
2025-05,Chile,Cobranza por WhatsApp,False,5521,10,0.2
2025-05,Chile,Siigo Pay,False,5521,10,0.2
2025-05,Chile,Centros de costo,False,5521,327,5.93
2025-05,Chile,API pública,False,5521,11,0.2
2025-05,Chile,Conciliación bancaria IA,True,5521,10,0.19
2025-05,Chile,Captura de facturas por IA,True,5521,10,0.19
2025-05,Chile,Agente IA fiscal,True,5521,10,0.19
2025-06,Colombia,Facturación electrónica,False,113031,101116,89.46
2025-06,Colombia,Informes financieros,False,113031,64396,56.97
2025-06,Colombia,Inventarios,False,113031,45631,40.37
2025-06,Colombia,Nómina electrónica,False,113031,12995,11.5
2025-06,Colombia,App móvil,False,113031,16774,14.84
2025-06,Colombia,Cobranza por WhatsApp,False,113031,222,0.2
2025-06,Colombia,Siigo Pay,False,113031,226,0.2
2025-06,Colombia,Centros de costo,False,113031,9032,7.99
2025-06,Colombia,API pública,False,113031,232,0.21
2025-06,Colombia,Conciliación bancaria IA,True,113031,227,0.2
2025-06,Colombia,Captura de facturas por IA,True,113031,222,0.2
2025-06,Colombia,Agente IA fiscal,True,113031,223,0.2
2025-06,México,Facturación electrónica,False,78204,58190,74.41
2025-06,México,Informes financieros,False,78204,35620,45.55
2025-06,México,Inventarios,False,78204,25478,32.58
2025-06,México,Nómina electrónica,False,78204,7164,9.16
2025-06,México,App móvil,False,78204,8759,11.2
2025-06,México,Cobranza por WhatsApp,False,78204,157,0.2
2025-06,México,Siigo Pay,False,78204,157,0.2
2025-06,México,Centros de costo,False,78204,4731,6.05
2025-06,México,API pública,False,78204,150,0.19
2025-06,México,Conciliación bancaria IA,True,78204,156,0.2
2025-06,México,Captura de facturas por IA,True,78204,159,0.2
2025-06,México,Agente IA fiscal,True,78204,153,0.2
2025-06,Ecuador,Facturación electrónica,False,33562,28088,83.69
2025-06,Ecuador,Informes financieros,False,33562,17124,51.02
2025-06,Ecuador,Inventarios,False,33562,12982,38.68
2025-06,Ecuador,Nómina electrónica,False,33562,3568,10.63
2025-06,Ecuador,App móvil,False,33562,4393,13.09
2025-06,Ecuador,Cobranza por WhatsApp,False,33562,67,0.2
2025-06,Ecuador,Siigo Pay,False,33562,69,0.21
2025-06,Ecuador,Centros de costo,False,33562,2366,7.05
2025-06,Ecuador,API pública,False,33562,66,0.2
2025-06,Ecuador,Conciliación bancaria IA,True,33562,68,0.2
2025-06,Ecuador,Captura de facturas por IA,True,33562,67,0.2
2025-06,Ecuador,Agente IA fiscal,True,33562,68,0.21
2025-06,Perú,Facturación electrónica,False,21168,17093,80.75
2025-06,Perú,Informes financieros,False,21168,11493,54.3
2025-06,Perú,Inventarios,False,21168,7779,36.75
2025-06,Perú,Nómina electrónica,False,21168,2123,10.03
2025-06,Perú,App móvil,False,21168,2605,12.31
2025-06,Perú,Cobranza por WhatsApp,False,21168,42,0.2
2025-06,Perú,Siigo Pay,False,21168,40,0.19
2025-06,Perú,Centros de costo,False,21168,1395,6.59
2025-06,Perú,API pública,False,21168,42,0.2
2025-06,Perú,Conciliación bancaria IA,True,21168,41,0.2
2025-06,Perú,Captura de facturas por IA,True,21168,43,0.2
2025-06,Perú,Agente IA fiscal,True,21168,44,0.21
2025-06,Uruguay,Facturación electrónica,False,13899,12783,91.97
2025-06,Uruguay,Informes financieros,False,13899,8061,58.0
2025-06,Uruguay,Inventarios,False,13899,5446,39.18
2025-06,Uruguay,Nómina electrónica,False,13899,1666,11.99
2025-06,Uruguay,App móvil,False,13899,1864,13.42
2025-06,Uruguay,Cobranza por WhatsApp,False,13899,28,0.21
2025-06,Uruguay,Siigo Pay,False,13899,28,0.21
2025-06,Uruguay,Centros de costo,False,13899,1032,7.43
2025-06,Uruguay,API pública,False,13899,27,0.2
2025-06,Uruguay,Conciliación bancaria IA,True,13899,27,0.2
2025-06,Uruguay,Captura de facturas por IA,True,13899,26,0.19
2025-06,Uruguay,Agente IA fiscal,True,13899,27,0.19
2025-06,Chile,Facturación electrónica,False,5674,4271,75.29
2025-06,Chile,Informes financieros,False,5674,2734,48.19
2025-06,Chile,Inventarios,False,5674,1893,33.37
2025-06,Chile,Nómina electrónica,False,5674,536,9.45
2025-06,Chile,App móvil,False,5674,675,11.91
2025-06,Chile,Cobranza por WhatsApp,False,5674,11,0.2
2025-06,Chile,Siigo Pay,False,5674,11,0.21
2025-06,Chile,Centros de costo,False,5674,376,6.63
2025-06,Chile,API pública,False,5674,11,0.2
2025-06,Chile,Conciliación bancaria IA,True,5674,11,0.2
2025-06,Chile,Captura de facturas por IA,True,5674,11,0.21
2025-06,Chile,Agente IA fiscal,True,5674,11,0.21
2025-07,Colombia,Facturación electrónica,False,113477,103340,91.07
2025-07,Colombia,Informes financieros,False,113477,65945,58.11
2025-07,Colombia,Inventarios,False,113477,46373,40.87
2025-07,Colombia,Nómina electrónica,False,113477,14660,12.92
2025-07,Colombia,App móvil,False,113477,17956,15.82
2025-07,Colombia,Cobranza por WhatsApp,False,113477,203,0.18
2025-07,Colombia,Siigo Pay,False,113477,214,0.19
2025-07,Colombia,Centros de costo,False,113477,10191,8.98
2025-07,Colombia,API pública,False,113477,220,0.19
2025-07,Colombia,Conciliación bancaria IA,True,113477,229,0.2
2025-07,Colombia,Captura de facturas por IA,True,113477,231,0.2
2025-07,Colombia,Agente IA fiscal,True,113477,212,0.19
2025-07,México,Facturación electrónica,False,79307,55602,70.11
2025-07,México,Informes financieros,False,79307,34882,43.98
2025-07,México,Inventarios,False,79307,27175,34.27
2025-07,México,Nómina electrónica,False,79307,8136,10.26
2025-07,México,App móvil,False,79307,9674,12.2
2025-07,México,Cobranza por WhatsApp,False,79307,159,0.2
2025-07,México,Siigo Pay,False,79307,165,0.21
2025-07,México,Centros de costo,False,79307,5418,6.83
2025-07,México,API pública,False,79307,156,0.2
2025-07,México,Conciliación bancaria IA,True,79307,161,0.2
2025-07,México,Captura de facturas por IA,True,79307,160,0.2
2025-07,México,Agente IA fiscal,True,79307,160,0.2
2025-07,Ecuador,Facturación electrónica,False,33846,27130,80.16
2025-07,Ecuador,Informes financieros,False,33846,18533,54.76
2025-07,Ecuador,Inventarios,False,33846,13990,41.33
2025-07,Ecuador,Nómina electrónica,False,33846,3913,11.56
2025-07,Ecuador,App móvil,False,33846,5117,15.12
2025-07,Ecuador,Cobranza por WhatsApp,False,33846,70,0.21
2025-07,Ecuador,Siigo Pay,False,33846,67,0.2
2025-07,Ecuador,Centros de costo,False,33846,2547,7.53
2025-07,Ecuador,API pública,False,33846,69,0.21
2025-07,Ecuador,Conciliación bancaria IA,True,33846,70,0.21
2025-07,Ecuador,Captura de facturas por IA,True,33846,67,0.2
2025-07,Ecuador,Agente IA fiscal,True,33846,66,0.2
2025-07,Perú,Facturación electrónica,False,21400,17245,80.59
2025-07,Perú,Informes financieros,False,21400,10870,50.8
2025-07,Perú,Inventarios,False,21400,8223,38.43
2025-07,Perú,Nómina electrónica,False,21400,2472,11.55
2025-07,Perú,App móvil,False,21400,3113,14.55
2025-07,Perú,Cobranza por WhatsApp,False,21400,43,0.2
2025-07,Perú,Siigo Pay,False,21400,43,0.2
2025-07,Perú,Centros de costo,False,21400,1496,6.99
2025-07,Perú,API pública,False,21400,42,0.2
2025-07,Perú,Conciliación bancaria IA,True,21400,43,0.2
2025-07,Perú,Captura de facturas por IA,True,21400,42,0.2
2025-07,Perú,Agente IA fiscal,True,21400,42,0.2
2025-07,Uruguay,Facturación electrónica,False,13964,12318,88.22
2025-07,Uruguay,Informes financieros,False,13964,7613,54.52
2025-07,Uruguay,Inventarios,False,13964,5872,42.06
2025-07,Uruguay,Nómina electrónica,False,13964,1790,12.82
2025-07,Uruguay,App móvil,False,13964,2106,15.08
2025-07,Uruguay,Cobranza por WhatsApp,False,13964,27,0.19
2025-07,Uruguay,Siigo Pay,False,13964,28,0.2
2025-07,Uruguay,Centros de costo,False,13964,1113,7.97
2025-07,Uruguay,API pública,False,13964,27,0.19
2025-07,Uruguay,Conciliación bancaria IA,True,13964,28,0.2
2025-07,Uruguay,Captura de facturas por IA,True,13964,27,0.2
2025-07,Uruguay,Agente IA fiscal,True,13964,28,0.21
2025-07,Chile,Facturación electrónica,False,5838,4445,76.14
2025-07,Chile,Informes financieros,False,5838,2806,48.08
2025-07,Chile,Inventarios,False,5838,1978,33.88
2025-07,Chile,Nómina electrónica,False,5838,633,10.85
2025-07,Chile,App móvil,False,5838,790,13.54
2025-07,Chile,Cobranza por WhatsApp,False,5838,12,0.21
2025-07,Chile,Siigo Pay,False,5838,11,0.2
2025-07,Chile,Centros de costo,False,5838,395,6.77
2025-07,Chile,API pública,False,5838,12,0.21
2025-07,Chile,Conciliación bancaria IA,True,5838,11,0.2
2025-07,Chile,Captura de facturas por IA,True,5838,12,0.21
2025-07,Chile,Agente IA fiscal,True,5838,12,0.21
2025-08,Colombia,Facturación electrónica,False,114203,105447,92.33
2025-08,Colombia,Informes financieros,False,114203,69736,61.06
2025-08,Colombia,Inventarios,False,114203,50156,43.92
2025-08,Colombia,Nómina electrónica,False,114203,16238,14.22
2025-08,Colombia,App móvil,False,114203,21496,18.82
2025-08,Colombia,Cobranza por WhatsApp,False,114203,229,0.2
2025-08,Colombia,Siigo Pay,False,114203,236,0.21
2025-08,Colombia,Centros de costo,False,114203,10062,8.81
2025-08,Colombia,API pública,False,114203,233,0.2
2025-08,Colombia,Conciliación bancaria IA,True,114203,233,0.2
2025-08,Colombia,Captura de facturas por IA,True,114203,224,0.2
2025-08,Colombia,Agente IA fiscal,True,114203,237,0.21
2025-08,México,Facturación electrónica,False,80508,57294,71.17
2025-08,México,Informes financieros,False,80508,36520,45.36
2025-08,México,Inventarios,False,80508,27866,34.61
2025-08,México,Nómina electrónica,False,80508,8626,10.71
2025-08,México,App móvil,False,80508,11160,13.86
2025-08,México,Cobranza por WhatsApp,False,80508,158,0.2
2025-08,México,Siigo Pay,False,80508,159,0.2
2025-08,México,Centros de costo,False,80508,5675,7.05
2025-08,México,API pública,False,80508,158,0.2
2025-08,México,Conciliación bancaria IA,True,80508,159,0.2
2025-08,México,Captura de facturas por IA,True,80508,162,0.2
2025-08,México,Agente IA fiscal,True,80508,156,0.19
2025-08,Ecuador,Facturación electrónica,False,34180,28029,82.01
2025-08,Ecuador,Informes financieros,False,34180,18758,54.88
2025-08,Ecuador,Inventarios,False,34180,13304,38.92
2025-08,Ecuador,Nómina electrónica,False,34180,4634,13.56
2025-08,Ecuador,App móvil,False,34180,5617,16.44
2025-08,Ecuador,Cobranza por WhatsApp,False,34180,69,0.2
2025-08,Ecuador,Siigo Pay,False,34180,67,0.2
2025-08,Ecuador,Centros de costo,False,34180,2828,8.27
2025-08,Ecuador,API pública,False,34180,67,0.2
2025-08,Ecuador,Conciliación bancaria IA,True,34180,67,0.2
2025-08,Ecuador,Captura de facturas por IA,True,34180,67,0.2
2025-08,Ecuador,Agente IA fiscal,True,34180,69,0.2
2025-08,Perú,Facturación electrónica,False,21663,17501,80.79
2025-08,Perú,Informes financieros,False,21663,11599,53.54
2025-08,Perú,Inventarios,False,21663,8436,38.94
2025-08,Perú,Nómina electrónica,False,21663,2736,12.63
2025-08,Perú,App móvil,False,21663,3324,15.34
2025-08,Perú,Cobranza por WhatsApp,False,21663,42,0.19
2025-08,Perú,Siigo Pay,False,21663,44,0.2
2025-08,Perú,Centros de costo,False,21663,1737,8.02
2025-08,Perú,API pública,False,21663,43,0.2
2025-08,Perú,Conciliación bancaria IA,True,21663,42,0.19
2025-08,Perú,Captura de facturas por IA,True,21663,44,0.2
2025-08,Perú,Agente IA fiscal,True,21663,43,0.2
2025-08,Uruguay,Facturación electrónica,False,14040,12267,87.37
2025-08,Uruguay,Informes financieros,False,14040,8156,58.09
2025-08,Uruguay,Inventarios,False,14040,5866,41.79
2025-08,Uruguay,Nómina electrónica,False,14040,1922,13.69
2025-08,Uruguay,App móvil,False,14040,2556,18.21
2025-08,Uruguay,Cobranza por WhatsApp,False,14040,27,0.19
2025-08,Uruguay,Siigo Pay,False,14040,29,0.21
2025-08,Uruguay,Centros de costo,False,14040,1234,8.79
2025-08,Uruguay,API pública,False,14040,27,0.2
2025-08,Uruguay,Conciliación bancaria IA,True,14040,28,0.2
2025-08,Uruguay,Captura de facturas por IA,True,14040,27,0.2
2025-08,Uruguay,Agente IA fiscal,True,14040,26,0.19
2025-08,Chile,Facturación electrónica,False,5999,4250,70.85
2025-08,Chile,Informes financieros,False,5999,3112,51.88
2025-08,Chile,Inventarios,False,5999,2234,37.26
2025-08,Chile,Nómina electrónica,False,5999,727,12.12
2025-08,Chile,App móvil,False,5999,888,14.82
2025-08,Chile,Cobranza por WhatsApp,False,5999,12,0.2
2025-08,Chile,Siigo Pay,False,5999,12,0.2
2025-08,Chile,Centros de costo,False,5999,434,7.25
2025-08,Chile,API pública,False,5999,11,0.19
2025-08,Chile,Conciliación bancaria IA,True,5999,11,0.2
2025-08,Chile,Captura de facturas por IA,True,5999,11,0.2
2025-08,Chile,Agente IA fiscal,True,5999,12,0.2
2025-09,Colombia,Facturación electrónica,False,115103,107073,93.02
2025-09,Colombia,Informes financieros,False,115103,71584,62.19
2025-09,Colombia,Inventarios,False,115103,50878,44.2
2025-09,Colombia,Nómina electrónica,False,115103,18405,15.99
2025-09,Colombia,App móvil,False,115103,23356,20.29
2025-09,Colombia,Cobranza por WhatsApp,False,115103,217,0.19
2025-09,Colombia,Siigo Pay,False,115103,234,0.2
2025-09,Colombia,Centros de costo,False,115103,11400,9.9
2025-09,Colombia,API pública,False,115103,654,0.57
2025-09,Colombia,Conciliación bancaria IA,True,115103,234,0.2
2025-09,Colombia,Captura de facturas por IA,True,115103,233,0.2
2025-09,Colombia,Agente IA fiscal,True,115103,230,0.2
2025-09,México,Facturación electrónica,False,81810,59791,73.09
2025-09,México,Informes financieros,False,81810,38871,47.51
2025-09,México,Inventarios,False,81810,29504,36.06
2025-09,México,Nómina electrónica,False,81810,10210,12.48
2025-09,México,App móvil,False,81810,13187,16.12
2025-09,México,Cobranza por WhatsApp,False,81810,166,0.2
2025-09,México,Siigo Pay,False,81810,166,0.2
2025-09,México,Centros de costo,False,81810,6135,7.5
2025-09,México,API pública,False,81810,365,0.45
2025-09,México,Conciliación bancaria IA,True,81810,160,0.2
2025-09,México,Captura de facturas por IA,True,81810,164,0.2
2025-09,México,Agente IA fiscal,True,81810,168,0.21
2025-09,Ecuador,Facturación electrónica,False,34493,27852,80.75
2025-09,Ecuador,Informes financieros,False,34493,19427,56.32
2025-09,Ecuador,Inventarios,False,34493,13751,39.87
2025-09,Ecuador,Nómina electrónica,False,34493,5106,14.8
2025-09,Ecuador,App móvil,False,34493,6514,18.89
2025-09,Ecuador,Cobranza por WhatsApp,False,34493,70,0.2
2025-09,Ecuador,Siigo Pay,False,34493,66,0.19
2025-09,Ecuador,Centros de costo,False,34493,2974,8.62
2025-09,Ecuador,API pública,False,34493,187,0.54
2025-09,Ecuador,Conciliación bancaria IA,True,34493,70,0.2
2025-09,Ecuador,Captura de facturas por IA,True,34493,65,0.19
2025-09,Ecuador,Agente IA fiscal,True,34493,75,0.22
2025-09,Perú,Facturación electrónica,False,21911,17326,79.08
2025-09,Perú,Informes financieros,False,21911,11864,54.15
2025-09,Perú,Inventarios,False,21911,8396,38.32
2025-09,Perú,Nómina electrónica,False,21911,2976,13.58
2025-09,Perú,App móvil,False,21911,4058,18.52
2025-09,Perú,Cobranza por WhatsApp,False,21911,44,0.2
2025-09,Perú,Siigo Pay,False,21911,43,0.2
2025-09,Perú,Centros de costo,False,21911,1879,8.58
2025-09,Perú,API pública,False,21911,113,0.52
2025-09,Perú,Conciliación bancaria IA,True,21911,43,0.2
2025-09,Perú,Captura de facturas por IA,True,21911,44,0.21
2025-09,Perú,Agente IA fiscal,True,21911,43,0.2
2025-09,Uruguay,Facturación electrónica,False,14119,12155,86.1
2025-09,Uruguay,Informes financieros,False,14119,8614,61.02
2025-09,Uruguay,Inventarios,False,14119,6030,42.71
2025-09,Uruguay,Nómina electrónica,False,14119,2074,14.69
2025-09,Uruguay,App móvil,False,14119,2674,18.94
2025-09,Uruguay,Cobranza por WhatsApp,False,14119,26,0.19
2025-09,Uruguay,Siigo Pay,False,14119,30,0.21
2025-09,Uruguay,Centros de costo,False,14119,1307,9.26
2025-09,Uruguay,API pública,False,14119,85,0.6
2025-09,Uruguay,Conciliación bancaria IA,True,14119,28,0.2
2025-09,Uruguay,Captura de facturas por IA,True,14119,29,0.21
2025-09,Uruguay,Agente IA fiscal,True,14119,28,0.2
2025-09,Chile,Facturación electrónica,False,6187,4729,76.45
2025-09,Chile,Informes financieros,False,6187,3144,50.82
2025-09,Chile,Inventarios,False,6187,2223,35.95
2025-09,Chile,Nómina electrónica,False,6187,814,13.17
2025-09,Chile,App móvil,False,6187,1021,16.51
2025-09,Chile,Cobranza por WhatsApp,False,6187,12,0.2
2025-09,Chile,Siigo Pay,False,6187,12,0.2
2025-09,Chile,Centros de costo,False,6187,496,8.02
2025-09,Chile,API pública,False,6187,31,0.51
2025-09,Chile,Conciliación bancaria IA,True,6187,12,0.2
2025-09,Chile,Captura de facturas por IA,True,6187,12,0.21
2025-09,Chile,Agente IA fiscal,True,6187,12,0.2
2025-10,Colombia,Facturación electrónica,False,115792,107498,92.84
2025-10,Colombia,Informes financieros,False,115792,74273,64.14
2025-10,Colombia,Inventarios,False,115792,53898,46.55
2025-10,Colombia,Nómina electrónica,False,115792,21191,18.3
2025-10,Colombia,App móvil,False,115792,27280,23.56
2025-10,Colombia,Cobranza por WhatsApp,False,115792,228,0.2
2025-10,Colombia,Siigo Pay,False,115792,236,0.2
2025-10,Colombia,Centros de costo,False,115792,12205,10.54
2025-10,Colombia,API pública,False,115792,1534,1.33
2025-10,Colombia,Conciliación bancaria IA,True,115792,226,0.2
2025-10,Colombia,Captura de facturas por IA,True,115792,240,0.21
2025-10,Colombia,Agente IA fiscal,True,115792,232,0.2
2025-10,México,Facturación electrónica,False,83023,63914,76.98
2025-10,México,Informes financieros,False,83023,40520,48.81
2025-10,México,Inventarios,False,83023,27549,33.18
